ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Uncanny X-Men Vol 1 385;Main Series;Shell Game;;;2000-10;2000-08-09;Chris Claremont;German Garcia | Michael Ryan | Randy Green;X-Men | Archangel (Warren Worthigton III) | 🢐 Beast (Dr. Hank McCoy) 🢒 | Cable (Nathan Summers) | Colossus (Peter Rasputin) | Gambit (Remy LeBeau) | Nightcrawler (Kurt Wagner) | Phoenix (Jean Grey) | Rogue | Storm (Ororo Munroe) | Thunderbird (Neal Shaara) | Wolverine (Logan);Tullamore Voge | Crimson Pirates | Bloody Bess | Broadside | Killian | Sea Dogs | Goth | Beldame | Goth (Death) | Sanguine | Wanderer;
X-Men Vol 2 105;Secondary;Killing Angels!;;;2000-10;2000-08-16;Chris Claremont;Leinil Francis Yu;X-Men | Archangel (Warren Worthington III) | Psylocke (Betsy Braddock) | Rogue | Wolverine (Logan) | Colossus (Peter Rasputin) | Thunderbird (Neal Shaara) | Nightcrawler (Kurt Wagner) | Cable (Nathan Summers) (Appears on screen);Twisted Sisters | Helix | Gyre | Coil | Ringlet | Torque (First appearance) | Nathan Summers (Stryfe) (Nathan Summers) (Shadow only);
X-Force Vol 1 107;Other Groups;Murder Ballads, Part 2;;Shockwave;2000-10;2000-08-30;Warren Ellis | Ian Edginton;Ariel Olivetti;X-Force (Main story and flashback) | Cannonball (Samuel Guthrie) (Main story and flashback) | Meltdown (Tabitha Smith) (Main story and flashback) | Jesse Bedlam (Jesse Aaronson) (Main story and flashback) | James Proudstar (Main story and flashback);Marcus Tsung (Main story and flashback);Domino
Uncanny X-Men Vol 1 386;Main Series;For Those in Peril;;;2000-11;2000-09-07;Chris Claremont;Thomas Derenick;X-Men | Rogue | Phoenix (Jean Grey) | Gambit (Remy LeBeau) | Cable (Nathan Summers) | Beast (Dr. Hank McCoy) | Storm (Ororo Munroe);;Captain Lee Forrester | Major Paolo (crewman on the Arcadia)
X-Men Vol 2 106;Secondary;Search and Rescue;;;2000-11;2000-09-27;Chris Claremont;Leinil Francis Yu | Thomas Derenick | Anthony Williams;X-Men | Wolverine (Logan) | Rogue | Nightcrawler (Kurt Wagner) | Colossus (Peter Rasputin) | Thunderbird (Neal Shaara) | Psylocke (Betsy Braddock) | Dr. Cecilia Reyes;Neo | Warclan | Domina | Ransome Sole | Junction (First appearance) | Rax | Jaunt (First appearance) | Elysia | Anteus | Salvo | Rufus Delgado/Charlotte Jones;
X-Force Vol 1 108;Other Groups;Murder Ballads, Part 3;;Shockwave;2000-11;2000-10-18;Warren Ellis | Ian Edginton;Whilce Portacio | Lan Medina;X-Force (Main story and flashback) | Cannonball (Sam Guthrie) (Main story and flashback) | Meltdown (Tabitha Smith) (Main story and flashback) | Jesse Bedlam (Jesse Aaronson) (Main story and flashback) | James Proudstar (Main story and flashback);Marcus Tsung (Main story and flashback);Domino (Main story and flashback)
Uncanny X-Men Vol 1 387;Main Series;Cry Justice, Cry Vengeance!;;Maximum Security;2000-12;;Chris Claremont;Salvador Larroca;X-Men | Phoenix (Jean Grey) | 🢐 Beast (Dr. Hank McCoy) 🢒 | Storm (Ororo Munroe) | Gambit (Remy LeBeau) | Cable (Nathan Summers) | Rogue;Starhammer (Vuk) (First appearance as Starhammer) | Webwing | Hussar | Neutron | B'nee and C'cil;Captain Lee Forrester | Shi'ar Empire | Empress Lilandra | Imperial Guard | Gladiator | Starjammers | Ch'od | Corsair | Hepzibah | Raza | Professor X (Charles Xavier) | Cadre K | Goroth (First appearance) | Unnamed Skrull Mutants
X-Force Vol 1 109;Other Groups;Murder Ballads, Part 4;;Shockwave;2000-12;;Warren Ellis | Ian Edginton;Enrique Breccia;X-Force | Cannonball (Sam Guthrie) | Meltdown (Tabitha Smith) | Jesse Bedlam | James Proudstar;Marcus Tsung (Death);Domino | Romany Wisdom
X-Men Vol 2 107;Secondary;On the Yard!;;Maximum Security;2000-12;;Chris Claremont;Leinil Francis Yu;X-Men | Nightcrawler (Kurt Wagner) | Rogue (Main story and flashback) | Wolverine (Logan) | Colossus (Peter Rasputin) | Psylocke (Betsy Braddock) | Thunderbird (Neal Shaara) | Gambit (Remy LeBeau) (Main story and flashback) | Bishop (Lucas Bishop) | Dr. Cecilia Reyes;Blood Brothers;Cerise | Z'cann 🢒 (Apparent death)
Uncanny X-Men Vol 1 388;Main Series;Dream’s End (Part 1): The Past is but Prologue!;;Dream's End;2001-01;;Chris Claremont;Salvador Larroca;X-Men | Professor X (Charles Xavier) (Joins group) | Phoenix (Jean Grey-Summers) | Cable (Nathan Summers) | Bishop (Lucas Bishop) | Wolverine (Logan) | Rogue (Anna Marie) | 🢐 Beast (Dr. Hank McCoy) 🢒 | Gambit (Remy LeBeau) | Storm (Ororo Munroe) | Psylocke (Betsy Braddock) (Cameo) | Nightcrawler (Kurt Wagner) (Cameo) | Colossus (Peter Rasputin) (Cameo) | Thunderbird (Neal Shaara) (Cameo);Brotherhood of Mutants | Mystique (Raven Darkhölme) | Sabretooth (Victor Creed) | Blob (Fred Dukes) | Toad (Mortimer Toynbee) | Trevor Fitzroy (Appears on screen);Senator Robert Kelly | Dr. Moira MacTaggert | Wolfsbane
X-Force Vol 1 110;Other Groups;Rage War, Pt. 1;;;2001-01;;Ian Edginton;Jorge Lucas;X-Force | Cannonball (Sam Guthrie) | James Proudstar | Jesse Bedlam (Jesse Aaronson) | Meltdown (Tabitha Smith) | Domino (Joins group);Russian Warborgs  (First appearance);Valentina Rychenko
X-Men Vol 2 108;Secondary;Dream's End: Part 4 of 4 - The Future Is Now;;Dream's End;2001-01;;Chris Claremont;Leinil Francis Yu | Brett Booth;X-Men | Archangel (Warren Worthington III) | 🢐 Beast (Hank McCoy) 🢒 | Bishop (Lucas Bishop) | Cable (Nathan Summers) | Colossus (Peter Rasputin) | Gambit (Remy LeBeau) | Iceman (Bobby Drake) (Rejoins Team) | Nightcrawler (Kurt Wagner) | Phoenix (Jean Grey) | Psylocke (Betsy Braddock) | Rogue | Storm (Ororo Munroe) | Wolverine (Logan) | Professor X (Charles Xavier);Alan Lewis (Senator's Kelly assassin);Dr. Moira MacTaggert (Death) | Senator Robert Kelly (Death) | Wolfsbane (Rahne Sinclair)
Excalibur Vol 2 1;Limited Series;Camelot Lost;;;2001-02;2000-12-06;Ben Raab;Pablo Raimondi;Excalibur | Captain Britain (Brian Braddock) (Joins group) (Main story and flashback) | Psylocke (Betsy Braddock) (Joins group) | 🢐 Black Knight (Dane Whitman) 🢒 (Joins group) | Meggan (Joins group) | Captain UK (Linda McQuillan) (Joins group) | Colossus (Only in recap) | Lockheed (Only in recap) | Cerise (Only in recap) | Kylun (Only in recap) | Rachel Summers (Only in recap);🢐 Mastermind 🢒 (Impersonates Roma) (Main story and flashback) | Widget | Unknown agressors | Red Skull (Only in recap) | The Fury (Only in recap) | Sir James Jaspers (Mentioned) | Crazy Gang (Only in recap) | Knave (Only in recap) | Jester (Only in recap) | Red Queen (Only in recap) | Tweedledope (Only in recap) | Executioner (Only in recap) | Technet (Only in recap) | Gatecrasher (Only in recap) | Special Executive (Only in recap) | Baba Yaga (Only in recap) | Sat-Yr-Nin (Only in recap) | Slaymaster (Only in recap) | Vixen (Only in recap);Warpies (Only in recap) | R.C.X. (Only in recap) | Agent Gabriel (Only in recap) | Agent Michael (Only in recap) | Alistaire Stuart (Only in recap)
Uncanny X-Men Annual Vol 1 2000;Special;Share;;;2001-02;2001-01-10;Fiona Avery | Scott Lobdell;Esad Ribić;X-Men | Cable (Nathan Summers) | Professor X (Charles Xavier);;Amy Stringer
Uncanny X-Men Vol 1 389;Main Series;The Good Shepherd;;;2001-02;;Chris Claremont;Salvador Larroca;Professor X (Charles Xavier) (Main story and flashback) | X-Men | 🢐 Beast (Hank McCoy) 🢒 | Gambit (Remy LeBeau) | Nightcrawler (Kurt Wagner) | Psylocke (Betsy Braddock) | Rogue | Storm (Ororo Munroe) | Thunderbird (Neal Shaara) | Wolverine (Logan) | Dr. Cecilia Reyes;Mystique (Raven Darkhölme);Moira MacTaggert (Only in flashback)
X-Force Vol 1 111;Other Groups;Rage War, Pt. 2;;;2001-02;;Ian Edginton;Jorge Lucas;X-Force | Cannonball (Sam Guthrie) | Domino (Neena Thurman) | James Proudstar | Jesse Bedlam (Jesse Aaronson) | Meltdown (Tabitha Smith);Russian Warborgs | Dr. Constantin Racal (Main story and flashback);Valentina Rychenko | Nick Fury
X-Men Vol 2 109;Secondary;Ceremonies;;;2001-02;;Chris Claremont;Thomas Derenick;X-Men | Thunderbird (Neal Shaara) (Leaves group) | Psylocke (Betsy Braddock) (Leaves group) | Iceman (Bobby Drake) (Leaves group) | Colossus (Peter Rasputin) | Archangel (Warren Worthington III) (Leaves group) | Nightcrawler (Kurt Wagner) (Leaves group) | Gambit (Remy LeBeau) | Rogue (Anna Marie) (Leaves group) | Storm (Ororo Munroe) (Leaves group) | 🢐 Beast (Dr. Hank McCoy) 🢒 | Bishop (Lucas Bishop) (Leaves group) | Wolverine (Logan) | Professor X (Charles Xavier);;Cerise | Viper | Trish Tilby | Sage (Tessa)
Excalibur Vol 2 2;Limited Series;The Ruined Land;;;2001-03;2001-01-24;Ben Raab;Pablo Raimondi;Excalibur | Captain Britain (Brian Braddock) | Psylocke (Betsy Braddock) | Black Knight (Dane Whitman) | Meggan | Crusader X (Bran Braddock) (Joins group) | Sir Benedict (Joins group) (First appearance) | Captain UK (Linda McQuillan);"🢐 Mastermind 🢒 (Impersonates Roma) | ""Roma""'s army | Cherubim | Quill | AC-DC | Giggles | Fern | Lump";Strider | James Braddock Sr. (As hologram)
Uncanny X-Men Vol 1 390;Main Series;The Cure;;;2001-03;;Scott Lobdell;Salvador Larroca;X-Men | 🢐 Beast (Dr. Hank McCoy) 🢒 (Leaves group) | Colossus (Peter Rasptuin) (Death) | Gambit (Remy LeBeau) (Leaves group) | Wolverine (Logan) | Professor X (Charles Xavier) | Dr. Cecilia Reyes (Leaves group);;
X-Force Vol 1 112;Other Groups;Rage War, Pt. 3;;;2001-03;;Ian Edginton;Jorge Lucas;X-Force | Cannonball (Sam Guthrie) | Domino | James Proudstar | Jesse Bedlam (Jesse Aaronson) | Meltdown (Tabitha);Valentina Rychenko | Dr. Constantin Racal | Russian Warborgs | Dr. Niles Roman;S.H.I.E.L.D. | Nick Fury | S.H.I.E.L.D. Air Cavalry (First appearance) | Angel Tamaki (First appearance) | Unnamed pilots | Unnamed agents
X-Men Vol 2 110;Secondary;One Tin Soldier Rides Away;;;2001-03;;Scott Lobdell;Leinil Francis Yu;Shadowcat (Kitty Pryde);Magneto | Neo | Domina | Anteus | Jaeger (Apparent death) | Salvo (Death) | Tartarus;X-Men | Professor X (Charles Xavier) | Colossus (Peter Rasputin) (Only in flashback)
Excalibur Vol 2 3;Limited Series;Destiny's Children;;;2001-04;2001-02-28;Ben Raab;Pablo Raimondi;Excalibur | Psylocke (Betsy Braddock) (Main story and flashback) | Meggan | Black Knight (Dane Whitman) | Captain UK (Linda McQuillan) | Sir Benedict | Captain Britain (Brian Braddock) (Main story and flashback) | Crusader X (Bran Braddock);"🢐 Mastermind 🢒 (Main story and flashback) | ""Roma""'s army (Revealed to be the Warpies) | Cherubim | Quill | AC-DC | Giggles | Fern | Lump";Strider | James Braddock Sr. (As hologram) (Main story and flashback)
Uncanny X-Men Vol 1 391;Main Series;Dad;;;2001-04;;Scott Lobdell;Salvador Larroca;Cyclops (Scott Summers);Apocalpyse (En Sabah Nur) (Mentioned);Corsair (Christopher Summers)
X-Force Vol 1 113;Other Groups;Rage War, Pt. 4;;;2001-04;;Ian Edginton;Jorge Lucas;X-Force | Cannonball (Sam Guthrie) | Domino | James Proudstar | Jesse Bedlam (Jesse Aaronson) | Meltdown (Tabitha Smith);Dr. Niles Roman (Death) | Warborgs  (Death) | Romany Wisdom (Behind the scenes);Valentina Rychenko
X-Men Vol 2 111;Secondary;Prelude to Destruction;;Eve of Destruction;2001-04;;Scott Lobdell;Leinil Francis Yu;BNBC | Trish Tilby | Simon Westphal (As hologram) | Professor X;🢐 Magneto (Magnus) 🢒 | Genoshan Magistrates (As hologram);Beast (Dr. Hank McCoy) (As hologram) | Avengers (As hologram) | Captain America (Steve Rogers) (As hologram) | Quicksilver (As hologram) | Genoshan Cabinet (As hologram) | Joanna Cargill (As hologram) | Sabra (As hologram) | Jared Barthmounte (Genoshan Ministry of Public Health) (As hologram) | S.H.I.E.L.D. | Sharon Carter (As hologram)
Excalibur Vol 2 4;Limited Series;Heir Apparent;;;2001-05;2001-05-02;Ben Raab;Pablo Raimondi;Excalibur (Disbands) | Captain Britain (Brian Braddock) (Leaves group) | Psylocke (Betsy Braddock) (Leaves group) | 🢐 Black Knight (Dane Whitman) 🢒 (Leaves group) | Meggan (Leaves group) | Crusader X (Bran Braddock) (Leaves group) | Sir Benedict (Leaves group) | Captain UK (Linda McQuillan) (Leaves group);🢐 Mastermind (Main story and flashback) (Death) | Warpies (Main story and flashback) (Depowered) | Cherubim | Giggles | Quill | AC-DC | Lump | Fern | Black Air (Only in flashback);Roma | Strider
Uncanny X-Men Vol 1 392;Main Series;Eve of Destruction, Part 1 of 4: From the Ashes of the Past... Still Another Genesis!;;Eve of Destruction;2001-05;;Scott Lobdell;Salvador Larroca;X-Men | Phoenix (Jean Grey-Summers) | Frenzy (Joanna Cargill) (Joins group) | Northstar (Jean-Paul Beaubier) (Joins group) | Omerta (Paulie Provenzano) (First appearance) (Joins group) | Sunpyre (Leyu Yoshida) (First appearance) (Joins group) | Wraith (Hector Rendoza) (First appearance) (Joins group) | Cyclops (Scott Summers) | Wolverine (Logan);Magneto;Dazzler (Alison Blaire)
X-Force Vol 1 114;Other Groups;Epitaph, Pt. 1;;;2001-05;;Ian Edginton;Jorge Lucas;X-Force | Jesse Bedlam (Jesse Aaronson) | Domino (Neena Thurman) | Meltdown (Tabitha Smith) | James Proudstar | Cannonball (Samuel Guthrie);Romany Wisdom | Corben (First appearance);
X-Men Vol 2 112;Secondary;A Call to Arms;;Eve of Destruction;2001-05;;Scott Lobdell;Leinil Francis Yu;X-Men | Cyclops (Scott Summers) | Wolverine (Logan) | Phoenix (Jean Grey-Summers) | Frenzy (Joanna Cargill) | Northstar (Jean-Paul Beaubier) | Dazzler (Alison Blaire) (Rejoins Team) | Sunpyre (Leyu Yoshida) | Paulie Provenzano | Wraith (Hector Rendoza);🢐 Magneto (Magnus) 🢒 | Random (Marshall Stone III) | Blob (Fred Dukes) | Homo Sapiens Liberation Army  (First appearance);Genoshan Cabinet | Amelia Voght | Polaris (Lorna Dane) | Charles Xavier
Uncanny X-Men Vol 1 393;Main Series;Eve of Destruction – Part Three: Like Lambs to the Slaughter!;;Eve of Destruction;2001-06;;Scott Lobdell;Tom Raney;X-Men | Cyclops (Scott Summers) | Phoenix (Jean Grey-Summers) | Wolverine (Logan) | Dazzler (Alison Blaire) (Apparent death) | Frenzy (Joanna Cargill) | Northstar (Jean-Paul Beaubier) | Omerta (Paulie Provenzano) | Sunpyre (Leyu Yoshida) | Wraith (Hector Rendoza);🢐 Magneto 🢒 (Main story and flashback);Professor X (Charles Xavier) | Genoshan Cabinet | Polaris (Lorna Dane) | Amelia Voght
X-Force Vol 1 115;Other Groups;Epitaph, Pt. 2;;;2001-06;;Ian Edginton;Jorge Lucas;X-Force (Main story and flashback) | Jesse Bedlam (Leaves group) (Main story and flashback) | Cannonball (Sam Guthrie) (Leaves group) (Main story and flashback) | Domino (Leaves group) (Main story and flashback) | Meltdown (Tabitha Smith) (Leaves group) (Main story and flashback) | James Proudstar (Leaves group) (Main story and flashback);Romany Wisdom (Apparent death);Alistaire Stuart (Main story and flashback) | Peter Wisdom (Main story and flashback)
X-Men Vol 2 113;Secondary;Eve of Destruction – Conclusion!;;Eve of Destruction;2001-06;;Scott Lobdell;Leinil Francis Yu;X-Men | Phoenix (Jean Grey-Summers) | Northstar (Jean-Paul Beaubier) (Leaves group) | Frenzy (Joanna Cargill) (Leaves group) | Sunpyre (Leyu Yoshida) (Leaves group) | Omerta (Paulie Provenzano) 🢒 (Leaves group) | Wraith (Hector Rendoza) (Leaves group) | Cyclops (Scott Summers) | Wolverine (Logan) | Dazzler (Alison Blaire) (Leaves group) | Professor X (Charles Xavier) (Rejoins Team);🢐 Magneto (Magnus) (Apparent death);Amelia Voght
New X-Men Vol 1 114;Secondary;E is for Extinction – Part One of Three;;E is for Extinction;2001-07;;Grant Morrison;Frank Quitely;X-Men | 🢐 Wolverine (Logan) 🢒 | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Beast (Dr. Hank McCoy) 🢒 | 🢐 Phoenix (Jean Grey) 🢒 | 🢐 Professor X (Charles Xavier) 🢒;;Ugly John 🢒 (First appearance)
Uncanny X-Men Vol 1 394;Main Series;Playing God;;;2001-07;;Joe Casey;Ian Churchill;X-Men | Cyclops (Scott Summers) | Phoenix (Jean Grey-Summers) | Wolverine (Logan) | Archangel (Warren Worthington III) (Rejoins Team) | Beast (Hank McCoy) (Mentioned);Warp Savant (First and only known appearance) (Death) | Unnamed Cape Citadel soldiers | Unknown U.S. General;
X-Force Vol 1 116;Other Groups;Exit Wounds;;;2001-07;;Peter Milligan;Michael Allred;X-Force (First appearance) | U-Go-Girl (Edie Sawyer) (First appearance) | The Anarchist (Tike Alicar) (First appearance) (Joins group) | Coach/The Arm (First appearance) | Doop (First appearance) | Battering Ram (First and only known appearance, dies) | Gin Genie (Beckah Parker) (First and only known appearance, dies) | La Nuit (Pierre Truffaut) (First and only known appearance, dies) | Plazm (First and only known appearance, dies) | Sluk (Byron Spencer) (Appears on screen) | Zeitgeist (Axel Cluney) (Apparent death) (Main story and flashback);Hostage takers  (Death) | Unnamed soldiers  (Appears on screen) (Death);Boys R Us  (Death) | The Shy One  (Appears on screen) (Death) | The Guy with the dreads  (Death)
New X-Men Vol 1 115;Secondary;E is for Extinction (Part 2);;E is for Extinction;2001-08;;Grant Morrison;Frank Quitely;X-Men | 🢐 Wolverine (Logan) 🢒 | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Beast (Dr. Hank McCoy) 🢒 | 🢐 Professor X (Charles Xavier) 🢒 | 🢐 Phoenix (Jean Grey) 🢒;Sentinels | 🢐 Master Mold | 🢐 Wild Sentinels | Nano-Sentinels (Behind the scenes) | 🢐 Donald Trask (Death) (Name first revealed) | 🢐 Ms. Nova 🢒;🢐 Ugly John (Steve) (Death) (Name first revealed) | Emma Frost (Apparent death) (See chronology)
Uncanny X-Men Vol 1 395;Main Series;Poptopia (Part 1): Useless Beauty;;;2001-08;;Joe Casey;Ian Churchill;X-Men | Archangel (Warren Worthington III) | Chamber (Jono Starsmore) (Joins group) | Iceman (Bobby Drake) (Rejoins Team) | Nightcrawler (Kurt Wagner) (Rejoins Team) | Wolverine (Logan);Mister Clean (First appearance);London Tunnel Dwellers (First appearance) | Burning Puddle (First appearance) | Carla (First appearance) | Cyclops (First and only known appearance, dies) | Double Helix (First appearance) | Harmony (First appearance) | Saccharine (First appearance) | Harmony's daughter (First appearance) | Simian (First and only known appearance, dies) | Warthog (First and only known appearance, dies)
X-Force Vol 1 117;Other Groups;Mister Sensitive;;;2001-08;;Peter Milligan;Michael Allred;X-Force (Media-driven team) | The Anarchist (Tike Alicar) | Coach | Doop | Mister Sensitive/The Orphan (Guy Smith) (Joins group) (First appearance) | Bloke (Mickey Tork) (Joins group) (First appearance) | Phat (Billy Bob Reilly) (Joins group) (First appearance) | Saint Anna (Joins group) (First appearance) | Spike Freeman (Joins group) (First appearance) | U-Go Girl (Edie Sawyer) | Vivisector (Myles Alfred) (Joins group) (First appearance) | Zeitgeist (Axel Cluney) (Appears on screen) | Battering Ram (Appears on screen);Unnamed soldiers, criminals, etc  (Appears on screen);X-Force (Strike-force team) | Cannonball (Sam Guthrie) | Domino (Neena Thurman) | Meltdown (Tabitha Smith) | Warpath (James Proudstar)
Uncanny X-Men Vol 1 396;Main Series;Poptopia (Part 2): The Glamorous Life;;;2001-09;2001-07-11;Joe Casey;Ian Churchill;X-Men | Archangel (Warren Worthington III) | Chamber (Jono Starsmore)) | Iceman (Bobby Drake) | Nightcrawler (Kurt Wagner) | Wolverine (Logan);Mister Clean;Sugar Kane
New X-Men Annual Vol 1 2001;Special;The Man from Room X;;;2001-09;2001-08-15;Grant Morrison;Leinil Francis Yu;X-Men | Beast (Dr. Hank McCoy) | Cyclops (Scott Summers) | Emma Frost | Phoenix (Jean Grey-Summers) (Only Appears Telepathically) | Wolverine (Logan) | Professor X (Charles Xavier) (Mentioned) | Xorn (Kuan-Yin) 🢒 (First appearance) (Joins group);Ao Jun (First and only known appearance, dies) | John Sublime (First appearance as John Sublime) | U-Men (First appearance) | Jan (First appearance) | Biro (First appearance) | Harriet (First appearance);X-Corporation (First appearance) | Domino (Beatrice) | Risque (Gloria Dolores Muñoz) (Mentioned) (Death)
New X-Men Vol 1 116;Secondary;E is for Extinction: Conclusion;;E is for Extinction;2001-09;2001-08-22;Grant Morrison;Frank Quitely;X-Men | 🢐 Beast (Dr. Hank McCoy) 🢒 | 🢐 Phoenix (Jean Grey) 🢒 | 🢐 Emma Frost 🢒 (Joins group) | 🢐 Professor X (Charles Xavier) 🢒 | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Wolverine (Logan) 🢒;🢐 Cassandra Nova 🢒 (Apparent death) (Name first revealed);
