ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
X-Men Vol 1 38;Main Series;The Sinister Shadow of... Doomsday!;;Factor Three;1967-11;1967-09-07;Roy Thomas;Don Heck;"X-Men | 🢐 Cyclops (Scott ""Scotty"" Summers) 🢒 | 🢐 Marvel Girl (Jean ""Jeanie"" Grey) 🢒 | 🢐 Angel (Warren Worthington) 🢒 | 🢐 Beast (""Hank"" P. McCoy) 🢒 | 🢐 Iceman (""Bobby"" Drake) 🢒 | 🢐 Professor X (Charles Xavier) 🢒 | Antagonists: | Factor Three | 🢐 The Mutant Master 🢒 | 🢐 The Changeling 🢒 | 🢐 The Blob (Fred Dukes) 🢒 | 🢐 The Vanisher 🢒 | Unknown Factor Three android agents | Mastermind (Vision) | Unus the Untouchable (Gunther Bain) (Vision) | Other Characters: | Unknown East German soldiers | U.S. Army soldiers | Charlie (First appearance) | Races and Species: | Humans | Mutants | Androids | Siris | Locations: | Earth | North America | United States | New York | North Salem | Salem Center | Westchester County | Xavier's School for Gifted Youngsters | Unknown US military base | Central Europe | Factor Three's hideout in the Alps (May be either Bavarian Alps or Swiss Alps) | Eastern Europe | East Germany | Items: | Cyclops' Visor, version 1 | Cerebro | Suitcase Bomb | Predicto-scope | Vehicles: | Factor Three's Magno-Disks | Synopsis for ""The Sinister Shadow of... Doomsday!"" | Continued from last issue.... | The X-Men have arrived too late to try and stop the Mutant Master and his Factor Three organization from preparing to trigger events that the terrorist organization hopes will start World War III, the first part of their world domination plan. Having arrived in Mutant Master's control room, they find the room empty with only a video screen of the Mutant Master mocking them of his impending victory. Acting on one of Beast's hunches, the X-Men flee the base inside one of Factor Three's flying saucers just before the base explodes. As they fly away from the explosion, the X-Men begin planning on how to prevent Mutant Master from triggering another World War. | Meanwhile, at another one of their headquarters hidden in the United States, Changeling begins to question Mutant Master's authority and planning when he brings up the fact that the Mutant Master left behind functional saucer ships at their old base. However, Mutant Master reasserts his authority over Changeling by showing his powerful weapons and reiterates his plot to take over the world. With Blob and Vanisher preparing for the first phase of their plan, the Mutant Master once more reasserts his domination over Changeling. | The X-Men have returned to Professor Xavier's School for Gifted Youngsters and have begun planning their attempt at foiling Factor Three's plot. Dividing the group into two and taking the remaining Factor Three saucers on their mission, Marvel Girl, Angel and Beast go to the USSR while Cyclops and Iceman head to stop the plot against the United States.  | The three X-Men arrive in Russia in order to prevent a bomb that has been planted at a meeting of high ranking Russian officials. However, their arrival is spotted by Russian military soldiers who open fire upon Angel, Marvel Girl and Beast. Beast orders Angel and Marvel Girl to go on while he handles the soldiers and they enter the government building where the meeting is taking place. However, their path is barred inside by the Vanisher and Blob who are waiting there to stop the X-Men from interfering with their plot.  | Back at Factor Three's headquarters, a revived Professor X tries to rationalize with the Changeling, telling the already doubting mutant that a nuclear war would make the planet harmful to both humans and mutants alike. Put further into doubt by these words, the Changeling is still loyal to the Mutant Master and strikes Xavier for daring to speak out against their plot. However, when the Changeling threatens to execute the Professor, the Mutant Master prevents him from doing so. | Elsewhere, Cyclops and Iceman visit the military base that Factor Three intends to gas and try to explain the situation to the commanding Colonel on site. However, the Colonel finds the story hard to believe, with no time to waste the two X-Men decide that there is no other choice but fight their way to the weapon and disarm it. This causes a clash with the military, which Cyclops and Iceman are able to keep at bay with their mutant powers. | Finally, back in Russia, the other X-Men are attacked by Blob and Vanisher who are armed with high tech weapons. While Blob is disarmed by Angel, who also takes out the Factor Three minions that accompanied them, when Vanisher attempts to use his gas gun on Angel, Marvel Girl uses her telekinetic powers to knock Vanisher out and redirect the knock-out gas into Blob's face knocking him out as well. However, the Russian soldiers catch up to Marvel Girl and the Angel and hold them at gun point accusing them of being assassins. Not listening to the X-Men's story, they find themselves locked in a cell with the Beast (who was also captured) and their foes. | Monitoring the situation, the Mutant Master is happy to see that everything is going on schedule.  | This story is continued next issue.... | Appearing in ""A Man Called...X"" | Featured Characters: | Professor X (Charles Xavier) | Scott Summers (Appears on screen)";Factor Three | 🢐 The Mutant Master 🢒 | 🢐 The Changeling 🢒 | 🢐 The Blob (Fred Dukes) 🢒 | 🢐 The Vanisher 🢒 | Unknown Factor Three android agents | Mastermind (Vision) | Unus the Untouchable (Gunther Bain) (Vision);
X-Men Vol 1 39;Main Series;The Fateful Finale!;;Factor Three;1967-12;1967-10-10;Roy Thomas;Don Heck;"X-Men | 🢐 Cyclops (Scott ""Cyke"" Summers) 🢒 | 🢐 Marvel Girl (Jean ""Jeanie"" Grey) 🢒 | 🢐 Angel (Warren Worthington III) 🢒 | 🢐 Beast (""Hank"" McCoy) 🢒 | 🢐 Iceman (""Bobby"" Drake) 🢒 | 🢐 Professor X (Charles Xavier) 🢒";Factor Three | 🢐 The Mutant Master (Death) | 🢐 The Changeling 🢒 | 🢐 The Blob 🢒 | 🢐 The Vanisher 🢒 | 🢐 Unus, the Untouchable 🢒 | 🢐 Mastermind 🢒;🢐 The Banshee 🢒
X-Men Vol 1 40;Main Series;The Mark of the Monster!;;;1968-01;1967-11-09;Roy Thomas;Don Heck;X-Men | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | 🢐 Angel (Warren Worthington III) 🢒 | 🢐 Beast (Hank McCoy) 🢒 | 🢐 Iceman (Bobby Drake) 🢒 | 🢐 Professor X (Charles Xavier) 🢒;Frankenstein's Monster (Robot) (First and only known appearance, dies) (Main story and flashback);
X-Men Vol 1 41;Main Series;Now Strikes...the Sub-Human!;;;1968-02;1967-12-12;Roy Thomas;Don Heck;X-Men | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | 🢐 Angel (Warren Worthington III) 🢒 | 🢐 Beast (Hank McCoy) 🢒 | 🢐 Iceman (Bobby Drake) 🢒 | 🢐 Professor X (Charles Xavier) 🢒;Gortokians (First appearance) | Grotesk, the Sub-Human (Gor-Tok) 🢒 (First appearance) (Main story and flashback) | King Krono (First and only known appearance) (Only in flashback) | Princess Ingar (First and only known appearance, dies) (Only in flashback) | Frankenstein's Monster (Mentioned);🢐 Vera Cantor 🢒 | 🢐 Zelda Kurtzberg 🢒
X-Men Vol 1 42;Main Series;If I Should Die...!;;;1968-03;1968-01-09;Roy Thomas;Don Heck;The X-Men | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | 🢐 Angel (Warren Worthington III) 🢒 | 🢐 Beast (Hank McCoy) 🢒 | 🢐 Iceman (Bobby Drake) 🢒 | 🢐 Professor X (Charles Xavier) 🢒 (Apparent death);;
X-Men Vol 1 43;Main Series;The Torch Is Passed...!;;;1968-04;1968-02-08;Roy Thomas;George Tuska;X-Men | 🢐 Beast (Hank McCoy) 🢒 | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Angel (Warren Worthington III) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | 🢐 Iceman (Bobby Drake) 🢒;Brotherhood of Evil Mutants | 🢐 Magneto 🢒 | 🢐 Quicksilver (Pietro) 🢒 (Rejoins team) | 🢐 Scarlet Witch (Wanda) 🢒 (Rejoins team) | Toad;
X-Men Vol 1 44;Main Series;Red Raven, Red Raven...!;;;1968-05;1968-03-07;Gary Friedrich | Roy Thomas;Werner Roth | Don Heck;"X-Men | 🢐 Iceman (Bobby Drake) 🢒 | 🢐 Angel (Warren Worthington III) 🢒 | 🢐 Beast (Hank McCoy) 🢒 | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | Antagonists: | Brotherhood of Evil Mutants | 🢐 Magneto 🢒 | 🢐 Toad 🢒 | 🢐 Quicksilver (Pietro) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | Red Raven (Construct) 🢒 (First appearance) | Other Characters: | Charlie Brown (Mentioned) (Topical Reference) | Avengers (Referenced) | Professor X (Charles Xavier) (Referenced) | Ray Bradbury (Mentioned) (Topical Reference) | Hydra (Mentioned) | S.H.I.E.L.D. (Mentioned) | Nick Fury (Mentioned) | Red Raven (Only in flashback) | Bird People (Main story and flashback) | Aerivar XVIII (Only in flashback) | Citizens' Council (Only in flashback) | Legions  (Main story and flashback) | United States Armed Forces (Mentioned) | Races and Species: | Mutants | Humans (Main story and flashback) | Birds (Mentioned) | Androids | Bird People (Main story and flashback) | Locations: | Earth (Main story and flashback) | Atlantic Ocean (Main story and flashback) | Bermuda Triangle | Magneto's Island | Aerie (Main story and flashback) | North America (Referenced) | United States of America (Referenced) | Avengers Mansion, Midtown, Manhattan, New York City, New York (Referenced) | Europe (Referenced) | Hydra Island, Pacific Ocean (Mentioned) | Items: | Magneto's Helmet | Cyclops' Visor, version 1 | X-Uniforms | Anti-Gravity Gun | Vehicles: | Ship X-16 (Mentioned) | Synopsis for ""Red Raven, Red Raven...!"" | Continued from last issue... | The X-Men have been defeated by Magneto and his Brotherhood of Evil Mutants and Magneto is about to kill them when he is stopped by Quicksilver. Magneto agrees with Quicksilver's request, deciding that he wants his hated enemies to witness his greatest victory first before destroying them and orders them locked up in specially prepared restraints that prevent them from using their powers to escape. | When the X-Men are locked up and regain consciousness, they question why Quicksilver and Scarlet Witch rejoined Magneto's Brotherhood. Quicksilver angrily explains to them how humanity seeks to destroy mutants and that they have realized that Magneto's way is right. The nosey Toad listens to this argument and reports to Magneto, who decides that perhaps he should destroy the X-Men after all. | Left alone, the X-Men struggle to free themselves, however only Angel succeeds when he manages to grab a nearby disintegration ray that was negligently left near his cage. When attempting to free the others Cyclops stops him, fearing that the other rigs are booby-trapped, and orders the Angel to flee the scene and try and find the Avengers to get their help. Angel complies and just barely manages to escape Magneto's base without being recaptured by Magneto and Quicksilver. Caught in a storm while flying overseas, Angel decides to stop and rest on a rock outcropping poking out of the water. When he rests there, he is surprised when the outcropping suddenly rises, part of a submerged island that has been hiding beneath the ocean.  | Exploring the island, Angel finds that there is a hidden complex and wonders if it's not the same base (HYDRA Island) that S.H.I.E.L.D. destroyed months prior. He soon gets some answers when he's attacked by the old World War II hero, the Red Raven, who is angry at normal humans who he believes are mindless killers. However, the hero is easily disarmed by the Angel and the fight is quickly ended. With the battle over, the Red Raven explains how he was a normal man whose family’s plane crashed in the secret home of the Avians, a society of winged people. Surviving, the young Red Raven was taken in, given mechanical wings and dubbed the Red Raven.  | When the leader of the Avians, Aerivar XVIII, plotted an invasion of humanity, the Red Raven attempted to appeal to the king to avoid any invasion plans as the humans outnumbered them. However, his impassioned pleas were ignored and the invasion plans continued further. Not wishing to see his adopted countrymen slaughtered by humans, the Red Raven created a special gas that would put all the Avians into a state of suspended animation and then he sunk their floating island into the ocean.  | With explanation over, Angel tries to convince the Red Raven to revive his people and give humanity another chance. Realizing the risk that the same cycle of events would happen again, the Red Raven instead decides to return his island to the bottom of the ocean once more. Blasting Angel into unconsciousness, the Red Raven uses an anti-gravity ray to keep the mutant afloat while the island sinks. The Red Raven puts himself and his people back into suspended animation. | Coming around on a floating raft, the Angel finds that the island has disappeared without a trace, and with his fellow X-Men still in trouble he departs to continue his travels to the Avengers' headquarters. | This story is continued next issue... | Appearing in ""The Iceman Cometh!"" | Featured Characters: | Robert ""Bobby"" Drake";Brotherhood of Evil Mutants | 🢐 Magneto 🢒 | 🢐 Toad 🢒 | 🢐 Quicksilver (Pietro) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | Red Raven (Construct) 🢒 (First appearance);Judy Harmon (First appearance) | William Drake (First appearance) (Unnamed) | Madeline Beatrice Bass Drake (First appearance) (Unnamed)
X-Men Vol 1 45;Main Series;When Mutants Clash!;;;1968-06;1968-04-09;Gary Friedrich;Werner Roth | Don Heck;"X-Men (Main story and flashback) | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | 🢐 Angel (Warren Worthington III)) 🢒 (Only in flashback) | 🢐 Beast (Hank McCoy)) 🢒 | 🢐 Iceman (Bobby Drake) 🢒 | Antagonists: | Brotherhood of Evil Mutants | 🢐 Toad 🢒 | 🢐 Magneto 🢒 | 🢐 Quicksilver (Pietro) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | Other Characters: | Red Raven (Only in recap) | Professor X (Charles Xavier) (Vision) | Avengers (Cameo) | 🢐 Goliath (Hank Pym) 🢒 (Cameo) | 🢐 Wasp (Janet Van Dyne) 🢒 (Cameo) | 🢐 Black Panther (T'Challa) 🢒 (Cameo) | 🢐 Hawkeye 🢒 (Cameo) | Races and Species: | Mutants (Main story and flashback) | Androids (Only in recap) | Humans | Locations: | Earth (Main story and flashback) | Atlantic Ocean (Main story and flashback) | Bermuda Triangle | Magneto's mid-Atlantic island base | Aerie (Only in recap) | United States of America (Only in flashback) | New York (Only in flashback) | New York City (Only in flashback) | Manhattan (Only in flashback) | Items: | X-Uniforms | Cyclops' Visor, version 1 | Magneto's Helmet | Panther Habit | Bio-Synthetic Wings | Hawkeye's Bow and Trick Arrows | Magna-Screen | ---> | Synopsis for ""When Mutants Clash!"" | Continued from last issue.... | The X-Men are prisoners of Magneto, and while Angel has been sent off to get the aid of the Avengers, Cyclops has been trying to break free of his restrains. Using his optic blast, he manages to break the shield that has been put over his visor and manages to blast off his shackles. Rushing off to find the other X-Men, he finds Jean locked in a cell but finds that she is in a trance of some kind and is of no use to her, so he begins searching for the other X-Men. Spotted by the Toad, Cyclops attempts to stop the evil mutant, however, he manages to flee the scene to warn Magneto, leaving Cyclops to rush and find Beast and Iceman. | As Angel arrives in New York, while recounting his encounter with the old World War II hero the Red Raven, Cyclops continues to search for his captive friends. Cyclops is spotted and approached by Quicksilver, who attempts to talk to Cyclops, however Cyclops attacks instead. Meanwhile, Toad is reporting back to Magneto about Cyclops' escape. Magneto blasts Toad with a magnetic jolt and is about to kill his useless minion when the Toad's pleas for mercy disgusts Magneto into deciding that the Toad is not worth killing in order to focus on other matters. | The battle between Quicksilver and Cyclops takes a brief pause and Pietro attempts to convince Scott to join the Brotherhood and see the error in defending the humans. When Cyclops refuses to give up Xavier's teachings, the two resume their fight when Quicksilver resumes the attack on Cyclops.  | Witnessing the battle through his control monitor, Magneto bellows over Quicksilver's inability to destroy Cyclops. When Wanda enters the room and sees the battle happening she asks Magneto to intervene, a request that Magneto refuses. The battle quickly ends when Cyclops knocks out Quicksilver with his optic blast. Trying in vain to revive the mutant speedster so he might learn where his fellow X-Men are, he is interrupted by the arrival of the Avengers. | This story is continued in Avengers Vol 1 53... | Appearing in ""And the Mob Cried...Vengeance!"" | Featured Characters: | Bobby Drake";Brotherhood of Evil Mutants | 🢐 Toad 🢒 | 🢐 Magneto 🢒 | 🢐 Quicksilver (Pietro) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒;Cyclops (Scott Summers)
X-Men Vol 1 46;Main Series;The End of the X-Men!;;;1968-07;1968-05-09;Gary Friedrich;Werner Roth | Don Heck;"The X-Men | 🢐 Cyclops (Scott ""Scotty"" Summers) 🢒 | 🢐 Marvel Girl (""Jeannie"" Grey) 🢒 | 🢐 Angel (Warren Worthington III) 🢒 | 🢐 Beast (""Hank"") 🢒 | 🢐 Iceman (""Bobby"") 🢒";🢐 The Juggernaut (Cain Marko) 🢒;Professor X (Only in flashback) | 🢐 Agent Duncan 🢒
X-Men Vol 1 47;Main Series;The Warlock Wears Three Faces!;;;1968-08;1968-06-11;Gary Friedrich | Arnold Drake;Werner Roth | Don Heck;"🢐 Beast (""Hank"") 🢒 | 🢐 Iceman (""Bobby"") 🢒";🢐 Maha Yogi / The Warlock 🢒;🢐 Vera Cantor 🢒 | 🢐 Zelda 🢒
X-Men Vol 1 48;Main Series;Beware Computo, Commander of the Robot Hive!;;;1968-09;1968-07-16;Arnold Drake;Werner Roth | Don Heck;🢐 Cyclops (Scott) 🢒 | 🢐 Marvel Girl (Jean) 🢒;🢐 Computo / Quasimodo 🢒 | Cybertron robots  (Destroyed) | Cybertron 19-B  (Destroyed) | Cybertron 78  (Destroyed) | Cybertron 114  (Destroyed) | Unnamed Cybertrons  (Destroyed);
X-Men Vol 1 49;Main Series;Who Dares Defy... the Demi-Men;;;1968-10;1968-08-03;Arnold Drake;Don Heck | Werner Roth;X-Men | 🢐 Angel (Warren Worthington III) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Beast (Hank McCoy) 🢒 | 🢐 Iceman (Bobby Drake) 🢒;Mesmero 🢒 (First appearance) | Demi-Men (First appearance);Lorna Dane 🢒 (First appearance)
X-Men Vol 1 50;Main Series;-- Hail, Queen of Mutants!;;;1968-11;1968-09-10;Arnold Drake;Jim Steranko;"The X-Men | 🢐 Cyclops (Scott) 🢒 | 🢐 Marvel Girl (Jean) 🢒 | 🢐 Angel 🢒 | 🢐 Beast 🢒 | 🢐 Iceman (""Bobby"") 🢒";"🢐 Mesmero 🢒 | Demi-Men | Magneto (Android) 🢒 (First appearance) | Locations: | United States of America | California | San Francisco | Southwestern US desert | Mesmero's 'Mutant City' | Items: | Cyclops' Visor MK I | Vehicles: | Mesmero's missile-car | Synopsis for ""-- Hail, Queen of Mutants!"" | With Iceman and Lorna Dane captured, Mesmero takes them to his secret ""City of Mutants"", the staging ground for his mutant militia. There, Iceman is imprisoned while Mesmero's scientists work to awaken Lorna's latent mutant powers. Meanwhile, the other X-Men has stormed Mesmero's San Francisco mansion to find opposition from his Demi-Men who easily defeat the group with a special gas apparently created by Magneto himself. With the X-Men downed, the squad leader of the Demi-Men orders them taken to the Mutant City. | There, Mesmero's machines awaken Lorna's latent mutant abilities, which manifest as control over magnetism. Calling her the daughter of Magneto, Mesmero dubs her M-2 and orders the just arriving X-Men to bow to her supremacy. Refusing, the X-Men prepare to attack and Iceman manages to free himself by freezing his bonds to the point that they shatter from the intense cold. With Lorna under his control, Mesmero orders her to use her powers against the X-Men and she complies, unleashing a powerful magnetic blast... However, it's unleashed against Mesmero's men and not the X-Men. The strain knocks her out, and she is saved from a fall by Angel. | The X-Men then rushes in for the attack, but before they can strike Mesmero, they are blocked by some barrier. Then out of the shadows, to everyone's shock and surprise, Magneto reveals himself to be alive and well. | Appearing in ""This Boy -- This Bombshell!"" | Featured Characters: | Henry McCoy | Supporting Characters: | Norton McCoy | Edna McCoy | Robert McCoy | Antagonists: | Conquistador (First appearance) (Cameo) | Chico, Conquistador's Lieutenant";🢐 Lorna Dane/M-2 🢒
X-Men Vol 1 51;Main Series;The Devil Had a Daughter!;;;1968-12;1968-10-10;Arnold Drake;Jim Steranko;The X-Men | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | 🢐 Angel (Warren Worthington III) 🢒 | 🢐 Beast (Hank McCoy) 🢒 | 🢐 Iceman (Bobby Drake) 🢒;"🢐 Mesmero 🢒 | Demi-Men | 🢐 Magneto (Android) 🢒 | Locations: | United States of America | Southwestern US desert | Mesmero's 'Mutant City' | California | San Francisco | Items: | Cyclops' Visor, version 1 | Synopsis for ""The Devil Had a Daughter!"" | Fighting to free Lorna Dane from Mesmero and his Demi-Men in the Mutant City, the X-Men are confronted with the fact that their old foe Magneto is alive and well. Magneto reveals that Lorna is his daughter and offers Lorna and the X-Men the chance to join his army of mutants in taking over the world. The X-Men, Iceman in particular due to his romantic interest in Lorna, decline the offer and strike out at Magneto. As Magneto orders Mesmero and the Demi-Men to counter-attack, Iceman grabs Lorna and makes a run for it. | Ordering Iceman to help them out, the X-Men are outnumbered by the attacking Magneto, Mesmero, and Demi-Men, who overpowers the X-Men. Eventually, the X-Men fight off their attackers and turn their attention to Magneto, however, he is saved, much to the shock of Iceman, by Lorna herself. The X-Men are forced to flee and retreat with Magneto bellowing after them that his minions will kill them all. | Returning to Hank and Bobby's apartment, Scott orders Bobby to sit the coming battle out due to his emotions toward Lorna. Furious at being ordered to do so, Bobby angrily storms out of the room. Scott tells the team not to worry about Bobby as he believes the young love-struck man will eventually cool down, and they begin planning their next move. | Several days later, the outer defenses of the Mutant City are attacked by a new evil mutant calling himself Erik the Red. Frightening off the guards, Erik orders them to go and collect their master Magneto, as he would like to join his mutant militia. | Appearing in ""The Lure of the Beast-Nappers!"" | Featured Characters: | Hank McCoy | Supporting Characters: | Norton McCoy | Edna McCoy | Antagonists: | Conquistador | Chico, Conquistador's Lieutenant";🢐 Lorna Dane 🢒 | Erik the Red (First appearance as Erik the Red)
