ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Daredevil Vol 3 16;Main Series;;;;2012-10;2012-08-01;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) Nelson & Murdock (Leaves group);Doctor Doom (Mentioned);Giant-Man (Hank Pym) (Main story and flashback) | Tony Stark | Doctor Strange (Stephen Strange) | Nelson & Murdock | Alyssa | Foggy Nelson
Daredevil Annual Vol 3 1;Special;A Tourist in Hell;;;2012-10;2012-08-08;Alan Davis;Alan Davis;Daredevil (Matt Murdock);Plastoid (Possessed by Vincent Destine) (Main story and flashback);Clan Destine | Cuckoo (Kay Cera) (Inhabiting Pepa Perez's body) | Hex (Dom Destine) | Doctor Strange (Dr. Stephen Strange)
Daredevil Vol 3 17;Main Series;The Great Divide;;;2012-10;2012-08-15;Mark Waid;Mike Allred;Daredevil (Matt Murdock) (Main story and flashback);Stilt-Man (Wilbur Day) (Only in flashback);Nelson and Murdock (Only in flashback) | Foggy Nelson (Only in flashback) | Dr. Elliot Pasko (First appearance) (Only in flashback)
Daredevil Vol 3 18;Main Series;Nelson and Murdock: Attorneys at Odds;;;2012-11;2012-09-19;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Jardiem Salazar (First and only known appearance, dies);Nelson: Attorney-at-Law | Foggy Nelson (Main story and flashback) | Kirsten McDuffie | Milla Donovan
Daredevil: End of Days Vol 1 1;Elseworld;;;;2012-12;2012-10-03;Brian Michael Bendis | David Mack;;Ben Urich (First appearance);Bullseye (First appearance) (Only in flashback) | Kingpin (Wilson Fisk) (First appearance) (Only in flashback) (Death);Daredevil (Matt Murdock) (First appearance) (Only in flashback) (Death) | Daily Bugle (First appearance) | J. Jonah Jameson (First appearance) | Timothy Urich (First appearance)
Daredevil Vol 3 19;Main Series;;;;2012-12;2012-10-17;Mark Waid;Chris Samnee;Daredevil (Matt Murdock);Coyote (First appearance);Foggy Nelson | Giant-Man (Hank Pym) | Kirsten McDuffie
Daredevil: End of Days Vol 1 2;Elseworld;;;;2013-01;2012-11-07;Brian Michael Bendis | David Mack;;Ben Urich;Kingpin (Wilson Fisk) (Death);Daredevil (Matt Murdock) (Only in flashback) | Nick Fury (First appearance) | Elektra | Matthew Natchios (First appearance) | Black Widow (First appearance) (Only in flashback) (Death) | Milla Gilliam (First appearance) | Franklin Gilliam (First appearance) | J. Jonah Jameson
Daredevil Vol 3 20;Main Series;;;;2013-01;2012-11-21;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Coyote | Spot;Kirsten McDuffie
Daredevil: End of Days Vol 1 3;Elseworld;;;;2013-02;2012-12-05;Brian Michael Bendis | David Mack;;Ben Urich;The Hood (Parker Robbins) (Mentioned) | Bullseye (Mentioned);Daredevil (Only in flashback) | Elektra (Main story and flashback) | Matthew Natchios | Typhoid Mary (Mary Walker-Stamos) (Main story and flashback) | Echo (Maya Lopez) (First appearance) (Main story and flashback)
Daredevil Vol 3 21;Main Series;;;;2013-02;2012-12-19;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Coyote (Main story and flashback) | Spot;Nelson: Attorney-at-Law | Foggy Nelson | Kirsten McDuffie
Daredevil: End of Days Vol 1 4;Elseworld;;;;2013-03;2013-01-02;Brian Michael Bendis | David Mack;Klaus Janson | Alex Maleev;Ben Urich | Timmy Urich;Bullseye (Death) | Bushwacker (Carl Burbank) (First appearance);Daredevil (Matt Murdock) (Only in flashback) | Punisher (Frank Castle) (First appearance) | Turk Barrett (First appearance)
Daredevil Vol 3 22;Main Series;;;;2013-03;2013-01-16;Mark Waid;Chris Samnee;Daredevil (Matt Murdock);🢐 Stilt-Man;"Spider-Man (Otto Octavius/""Peter Parker"") (Also appears as Doctor Octopus in flashback) | Nelson: Attorney-at-Law | Foggy Nelson"
Daredevil: End of Days Vol 1 5;Elseworld;;;;2013-04;2013-02-06;Brian Michael Bendis | David Mack;Klaus Janson | Bill Sienkiewicz;Ben Urich;Bullet (Buck Cashman) | Bullseye (Lester) (Mentioned);Daredevil (Matthew Murdock) (Only in flashback) | Punisher (Frank Castle) (Main story and flashback) | Melvin Potter / Gladiator (First appearance) (Main story and flashback) | Daredevil (Timothy Urich)
Daredevil Vol 3 23;Main Series;;;;2013-04;2013-02-20;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Wilders (First appearance) | Coyote (Mentioned) | Klaw (Mentioned) | Black Spectre (Mentioned) | Stilt-Man (Mentioned);Foggy Nelson (Main story and flashback)
Daredevil: End of Days Vol 1 6;Elseworld;;;;2013-05;2013-03-06;Brian Michael Bendis | David Mack;;Ben Urich | Daredevil (Timmy Urich) (Main story and flashback) | Daredevil (Matt Murdock) (Only in flashback);The Owl (Leland Owlsley) (Main story and flashback) (Death) | Purple Man (Zebediah Killgrave) (First appearance) (Death) | Bullet (Buck Cashman) (Mentioned) (Death) | Bushwacker (Carl Burbank) (Mentioned);Daily Bugle | J. Jonah Jameson | Suki | Black Widow
Daredevil Vol 3 24;Main Series;;;;2013-05;2013-03-20;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Ikari (First appearance) | Bullseye (Lester);Foggy Nelson (Main story and flashback) | Kirsten McDuffie | Giant-Man (Hank Pym)
Daredevil Vol 3 25;Main Series;;;;2013-06;2013-04-17;Mark Waid;Chris Samnee;Daredevil (Matt Mudock) (Main story and flashback);Ikari (First full appearance) (Identity revealed);Foggy Nelson | Stick (Only in flashback) | Jack Murdock (Only in flashback)
Daredevil: End of Days Vol 1 7;Elseworld;;;;2013-06;2013-04-17;Brian Michael Bendis | David Mack;Klaus Janson;Ben Urich (Death) | Daredevil (Timothy Urich) | Daredevil (Matt Murdock) (Only in flashback);The Hand | Tanaka (First appearance) | Bullseye (Lester) (Only in flashback) | Kingpin (Wilson Fisk) (Photo);Sister Maggie (Margaret Murdock) (First appearance) | Melvin Potter | Punisher (Frank Castle)
Daredevil Vol 3 26;Main Series;;;;2013-07;2013-05-22;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Bullseye (Lester) (Main story and flashback) (Revealed to be alive) | Ikari | Lady Bullseye | Lawrence Benson;Foggy Nelson | Hank Pym
Daredevil: Dark Nights Vol 1 1;Special;Angels Unaware, Part One: Whiteout;;;2013-08;2013-06-05;Lee Weeks;Lee Weeks;Daredevil (Matthew Murdock) (Main story and flashback);Muggers;
Daredevil: End of Days Vol 1 8;Elseworld;;;;2013-08;2013-06-05;Brian Michael Bendis | David Mack;Klaus Janson | David Mack;Daredevil (Timothy Urich);The Hand (Mentioned) | Bullseye (Lester) (Only in flashback);Daredevil (Matthew Murdock) (Only in flashback) | Ben Urich (Corpse, skeleton or other remains) | Spider-Man (Peter Parker) | Punisher (Frank Castle) | Stick (Mapone Romanova) (First appearance) | Nick Fury
Daredevil Vol 3 27;Main Series;;;;2013-08;2013-06-26;Mark Waid;;Daredevil (Matt Murdock);Bullseye (Main story and flashback) | Ikari | Lady Bullseye (Main story and flashback);"Iron Fist (Danny Rand) | Foggy Nelson | Giant-Man (Dr. Hank Pym) | Kirsten McDuffie | Spider-Man (Otto Octavius/""Peter Parker"") | Milla Donovan | Black Widow (Natasha Romanoff)"
Daredevil: Dark Nights Vol 1 2;Special;Angels Unaware, Part 2: Hannah's Heart Hannah's Hope;;;2013-09;2013-07-03;Lee Weeks;;Daredevil (Matthew Murdock);Muggers | Kingpin;Karen (Mentioned)
Daredevil Vol 3 28;Main Series;;;;2013-09;2013-07-10;Mark Waid;Javier Rodriguez;Daredevil (Matt Murdock) (Main story and flashback);Sons of the Serpent (Main story and flashback);Foggy Nelson | Nate Hackett (Main story and flashback) (Apparent death)
Daredevil Vol 3 29;Main Series;;;;2013-09;2013-07-31;Mark Waid;;Daredevil (Matt Murdock);Sons of the Serpent;Nate Hackett  (Main story and flashback) | Kirsten McDuffie (In shadows)
Daredevil: Dark Nights Vol 1 3;Special;Angels Unaware, Part Three: Change of Heart;;;2013-10;2013-08-07;Lee Weeks;;Daredevil;Kingpin;
Daredevil Vol 3 30;Main Series;Help wanted;;;2013-10;2013-08-21;Mark Waid;;Daredevil (Matt Murdock) (Main story and flashback);Ru'ach (Main story and flashback) (First appearance);Nelson and Murdock (Main story and flashback) | Karen Page (Only in flashback) | Kirsten McDuffie (Joins group) | Silver Surfer (Norrin Radd)
Daredevil: Dark Nights Vol 1 4;Special;A Man Named Buggit, Part One: What A Day;;;2013-11;2013-09-04;David Lapham;David Lapham;Daredevil (Matt Murdock);Buggit (Martin Wigum) | Shocker (Herman Schultz);Kirsten McDuffie | Harold Jenkins | Michael Rochelle (Death) | Mrs. Rochelle
Daredevil Vol 3 31;Main Series;;;;2013-11;2013-09-18;Mark Waid;Chris Samnee;Daredevil (Matt Murdock);Jester (John Powers) (Appears on screen) | Sons of the Serpent (Mentioned);Foggy Nelson | Nelson and Murdock | Kirsten McDuffie | Dr. Hank Pym
Daredevil: Dark Nights Vol 1 5;Special;A Man Named Buggit, Part Two: What A Night;;;2013-12;2013-10-02;David Lapham;David Lapham;Daredevil (Matt Murdock);Buggit (Martin Wigum) | Shocker | Frank Milo;Kirsten McDuffie | Spider-Man
Daredevil Vol 3 32;Main Series;A Call For Justice?;;;2013-12;2013-10-23;Mark Waid | Chris Samnee;Chris Samnee;Daredevil (Matt Murdock);Jester (Johnathan Powers) | Sons of the Serpent | Luke McGinty;Foggy Nelson | Doctor Strange (Stephen Strange)
Daredevil: Dark Nights Vol 1 6;Special;In the Name of the King, Part One: First Things First;;;2014-01;2013-11-06;Jimmy Palmiotti;Thony Silas;Daredevil (Matt Murdock) | Misty Knight;;
Daredevil Vol 3 33;Main Series;Monster Mash;;;2014-01;2013-11-20;Mark Waid | Chris Samnee;Jason Copland;Daredevil (Matt Murdock);Sons of the Serpent;Foggy Nelson (Illusion or holographic simulation) | Legion of Monsters | Frank (Frankenstein's Monster) | Satana (Satana Hellstrom) | Werewolf By Night (Jack Russell) | Living Mummy (N'Kantu) | Zombie (Simon Garth)
Daredevil: Dark Nights Vol 1 7;Special;In The Name Of The King, Part Two: To Kill A King;;;2014-02;2013-12-04;Jimmy Palmiotti;Thony Silas;Daredevil (Matt Murdock) | Misty Knight;King (Jose Gomez) | Carmen Averez;Nestor Canosa
Daredevil Vol 3 34;Main Series;The Devil Went Down To... Kentucky;;;2014-02;2013-12-18;Mark Waid;Javier Rodriguez;Daredevil (Matt Murdock) (Main story and flashback);Sons of the Serpent | Jester (Johnathan Powers) (Main story and flashback);Doctor Strange (Stephen Strange) | Foggy Nelson (Only in flashback) | Nelson and Murdock | Kirsten McDuffie | Nate Hackett
Daredevil: Dark Nights Vol 1 8;Special;In the Name of the King, Part Three;;;2014-03;2014-01-08;;;Daredevil (Matt Murdock) | Misty Knight;King (Jose Gomez) | Carmen Averez;Colleen Wing | Nestor Canosa
Daredevil Vol 3 35;Main Series;Devil's Broadcast;;;2014-03;2014-01-15;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Sons of the Serpent | Mr. Ogilvy | Mr. Derrin | Serpent Society | Constrictor (Frank Payne) | Mamba (Tanya Sealy);Foggy Nelson | Elektra (Elektra Natchios) | Kirsten McDuffie
Daredevil Vol 3 36;Main Series;I Am Daredevil;;;2014-04;2014-02-19;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback) (Leaves Nelson & Murdock);Sons of the Serpent | Judge Pierce (Leaves group) | Mr. Ogilvy;Nelson & Murdock (Disbands) | Foggy Nelson (Main story and flashback) (Leaves group) | Kirsten McDuffie (Leaves group)
Daredevil: Road Warrior Infinite Comic Vol 1 1;Special;;;;2014-04;2014-02-26;Mark Waid;Peter Krause;Daredevil (Matt Murdock) (Main story and flashback);Man-Bull (Only in flashback);Kirsten McDuffie | Adaptoid (as Frank Senic)
Daredevil: Road Warrior Infinite Comic Vol 1 2;Special;;;;2014-05;2014-03-05;Mark Waid;Peter Krause;Daredevil (Matt Murdock);Mad Thinker's robots;Adaptoid (as Frank Senic)
Daredevil: Road Warrior Infinite Comic Vol 1 3;Special;;;;2014-05;2014-03-12;Mark Waid;Peter Krause;Daredevil (Matt Murdock);;Adaptoid  (Main story and flashback) (as Frank Senic and Daredevil)
Daredevil Vol 4 1;Main Series;;;All-New Marvel NOW!;2014-05;2014-03-19;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Kidnappers;Charlie Hastert (First appearance) | Kirsten McDuffie
Daredevil: Road Warrior Infinite Comic Vol 1 4;Special;;;;2014-05;2014-03-19;Mark Waid;Peter Krause;Daredevil (Matt Murdock);Mad Thinker;Adaptoid  (Death) | Kirsten McDuffie
Daredevil Vol 4 1.50;Special;The King in Red;;;2014-06;2014-04-09;Mark Waid;Javier Rodriguez;Daredevil (Matt Murdock) (First and only known appearance);Jubula Pride (First and only known appearance);Jackie Murdock (First and only known appearance) | Foggy Nelson (First and only known appearance)
Daredevil Vol 4 2;Main Series;;;All-New Marvel NOW!;2014-06;2014-04-23;Mark Waid;Chris Samnee;Daredevil (Matt Murdock);Shroud (Max Coleridge) (Main story and flashback);Kirsten McDuffie | Charlie Hastert
Elektra Vol 4 1;Supporting;Bloodlines: Part One;;All-New Marvel NOW!;2014-06;2014-04-23;Haden Blackman;Michael Del Mundo;Elektra (Elektra Natchios);Bloody Lips (First appearance);Matchmaker (First appearance)
Daredevil Vol 4 3;Main Series;;;All-New Marvel NOW!;2014-07;2014-05-21;Mark Waid;Chris Samnee;Daredevil (Matt Murdock);The Owl (Leland Owlsley) | The Owl's bodyguards | Mr. Hobbins | Mr. Orlando;Shroud (Max Coleridge) | Kirsten McDuffie | Charlie Hastert | Foggy Nelson
Elektra Vol 4 2;Supporting;Bloodlines: Part Two;;All-New Marvel NOW!;2014-07;2014-05-21;Haden Blackman;Michael Del Mundo;Elektra (Elektra Natchios);Bloody Lips | Lady Bullseye;Kento Roe (First appearance) (Impersonates Cape Crow) | Matchmaker
Daredevil Vol 4 4;Main Series;;;All-New Marvel NOW!;2014-08;2014-06-18;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Owl (Leland Owlsley) | The Owl's bodyguards;Shroud (Max Coleridge) | Kirsten McDuffie
Elektra Vol 4 3;Supporting;Bloodlines: Part Three;;All-New Marvel NOW!;2014-08;2014-06-18;Haden Blackman;Michael Del Mundo;Elektra (Elektra Natchios);Bloody Lips | Cape Crow (Only in flashback);Kento Roe
Daredevil Vol 4 5;Main Series;;;All-New Marvel NOW!;2014-09;2014-07-09;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Leap-Frog (First appearance) (Only in flashback);Foggy Nelson (Main story and flashback) | Ant-Man (Hank Pym) (Only in flashback)
Elektra Vol 4 4;Supporting;Bloodlines: Part Four;;All-New Marvel NOW!;2014-09;2014-07-16;Haden Blackman;Michael Del Mundo;Elektra (Elektra Natchios) (Main story and flashback);Bloody Lips (Main story and flashback);Kento Roe | Matchmaker
Daredevil Vol 4 6;Main Series;;;Original Sin;2014-09;2014-07-23;Mark Waid;Javier Rodriguez;Daredevil (Matt Murdock) (Main story and flashback);Orb (Only in flashback) | Exterminatrix (Oubliette Midas) (Only in flashback) | Lieutenant N'banta | General Eaglemore  (Unnamed);Maggie Murdock (Main story and flashback) | Clint Barton
Daredevil Vol 4 7;Main Series;;;Original Sin;2014-10;2014-08-20;Mark Waid;Javier Rodriguez;Daredevil (Matt Murdock) (Main story and flashback);Wakandans | Black Panther (Queen Shuri) | Wakandan Army | Unnamed Wakandans;Sister Maggie (Margret Murdock) (Main story and flashback) (Origin revealed) | Jack Murdock (Only in flashback)
Elektra Vol 4 5;Supporting;Bloodlines: Part Five;;;2014-10;2014-08-20;Haden Blackman;Michael Del Mundo;Elektra (Elektra Natchios);Bloody Lips (Apparent death);Kento Roe | Cape Crow
Daredevil Vol 4 8;Main Series;;;;2014-11;2014-09-17;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Purple Man (Zeb Killgrave) (Main story and flashback) (Apparent death) | Purple Children (First appearance) | Joe  (First appearance) (Unnamed) | Jamie  (First appearance) | Connor  (First appearance) | Shallah  (First appearance) | An unnamed girl  (First appearance);Kirsten McDuffie (Main story and flashback) | Wendell McDuffie (First appearance) | SFPD | Detective Larson | Unnamed officers
Elektra Vol 4 6;Supporting;Double Tap: Part 1 of 2;;;2014-11;2014-09-17;Haden Blackman;Alex Sanchez;Elektra (Elektra Natchios) (Main story and flashback);Assassins Guild | Lady Bullseye | Serpent Society | Sidewinder (Seth Voelker) | Anaconda (Blanche Sitznski) | Black Mamba (Tanya Sealy) | Death Adder (Theodore Scott) | Blizzard (Donny Gill) (Only in flashback) | 🢐 Whiplash (Anton Vanko) 🢒 (Only in flashback) | Shocker (Herman Schultz) (Only in flashback) | Boomerang (Fred Myers) (Only in flashback) | Crossbones (Brock Rumlow) (Only in flashback) | Jack O'Lantern (Only in flashback) | Blackout (Only in flashback) | Tiger Shark (Todd Arliss) (Only in flashback) | Whirlwind (David Cannon) (Only in flashback) | Puma (Thomas Fireheart) (Only in flashback);Cape Crow (Main story and flashback) | Matchmaker (Apparent death) | Kento Roe (Main story and flashback)
Daredevil Vol 4 9;Main Series;;;;2014-12;2014-10-15;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Purple Children | Joe  (Name first revealed) | Jamie | Connor | Shallah | An unnamed girl;Kirsten McDuffie | Foggy Nelson
Elektra Vol 4 7;Supporting;Double Tap: Part 2 of 2;;;2014-12;2014-10-29;Haden Blackman;Alex Sanchez;Elektra (Elektra Natchios);Assassins Guild | Sidewinder (Seth Voelker) | Unnamed Telepath  (First and only known appearance, dies) | 🢐 Whiplash (Anton Vanko) 🢒 | Jack O'Lantern | Tiger Shark (Todd Arliss) | Lady Bullseye (Apparent death);Cape Crow | Kento Roe
Daredevil Vol 4 10;Main Series;;;;2015-01;2014-11-19;Mark Waid;Chris Samnee;Daredevil (Matt Murdock);Purple Man (Zeb Killgrave);Kirsten McDuffie | Purple Children | Joe | Jamie | Connor | Shallah | An unnamed girl
Elektra Vol 4 8;Supporting;Révérence: Part 1;;;2015-01;2014-11-19;Haden Blackman;Michael Del Mundo;Elektra (Elektra Natchios);The Hand | Shibou (First appearance) | Inochi (First appearance) | Unnamed Dragon (First appearance);S.H.I.E.L.D. | Director Maria Hill | Unnamed agents
Elektra Vol 4 9;Supporting;Révérence: Part 2;;;2015-02;2014-12-17;Haden Blackman;Michael Del Mundo;Elektra (Elektra Natchios);The Hand | Shibou | Inochi | Unnamed Dragon (Leaves group);Director Maria Hill | Jennifer Kale (Returns) | Kento Roe | Cape Crow
Daredevil Vol 4 11;Main Series;;;;2015-02;2014-12-24;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback);Stunt-Master (George Smith) | Stunt-Master (First appearance);Kirsten McDuffie | Foggy Nelson
Daredevil Vol 4 12;Main Series;;;;2015-03;2015-01-14;Mark Waid;Chris Samnee;Daredevil (Matt Murdock);Stunt-Master (George Smith) | Stunt-Master;Kirsten McDuffie
Elektra Vol 4 10;Supporting;Révérence: Part 3;;;2015-03;2015-01-21;Haden Blackman;Michael Del Mundo;Elektra Natchios;Bullseye | Assassins Guild | Unnamed Leader of the Assassins Guild  (First appearance) | Guild Leader's Monkey army | The Hand;Kento Roe | Cape Crow
Daredevil Vol 4 13;Main Series;;;;2015-04;2015-02-25;Mark Waid;Chris Samnee;Daredevil (Matt Murdock);Owl (Leland Owlsley) | Lilac Murderer (First appearance);Kirsten McDuffie (Main story and flashback) | Foggy Nelson | Shroud (Max Coleridge)
Daredevil Vol 4 14;Main Series;;;;2015-05;2015-03-25;Mark Waid;Chris Samnee;Matt Murdock (Main story and flashback);Matador (Juan) | Shroud (Max Coleridge);Kirsten McDuffie (Main story and flashback) | Wendell McDuffie (Only in flashback) | Jubula Pride (First appearance)
Elektra Vol 4 11;Supporting;;;;2015-05;2015-03-25;Haden Blackman;;Elektra (Elektra Natchios);;Kento Roe | Cape Crow | Maria Hill
Daredevil Vol 4 15;Main Series;;;;2015-06;2015-04-29;Mark Waid;Chris Samnee;Matt Murdock (Main story and flashback);Shroud (Max Coleridge);Jubula Pride (Main story and flashback) | Foggy Nelson | Kirsten McDuffie | Kingpin (Wilson Fisk)
Daredevil Vol 4 15.1;Special;Retrospection;;;2015-07;2015-05-20;Mark Waid;Chris Samnee;Matt Murdock;Unnnamed crooks;"Foggy Nelson | Kirsten McDuffie | Other Characters: | Stilt-Man (Wilbur Day) (Mentioned) | Leapfrog (Vincent Patilio) (Mentioned) | Tri-Man (Mentioned) | Diablo (Esteban Corazón de Ablo) (Mentioned) | Locations: | New York City (Only in flashback) | Central Park (Only in flashback) | Nelson and Murdock Law Office (Only in flashback) | San Francisco | Synopsis for ""Retrospection"" | Synopsis not yet written | Appearing in ""Worlds Collide"" | Featured Characters: | Daredevil (Matt Murdock) | Supporting Characters: | Luiz Sifuentes (First appearance) | Mr. Wheeler (Matt Murdock's boss) | Judge Mandelbaum | District Attorney"
Daredevil Vol 4 16;Main Series;;;;2015-08;2015-06-24;Mark Waid;Chris Samnee;Matt Murdock (Main story and flashback) (As Daredevil in flashback);Kingpin (Wilson Fisk) | Ikari | Shroud (Max Coleridge);Foggy Nelson | Kirsten McDuffie
Daredevil Vol 4 17;Main Series;;;;2015-09;2015-07-29;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback) (Return as Daredevil);Shroud (Max Coleridge) (Main story and flashback) | Kingpin (Wilson Fisk) (Only in flashback) | Ikari (Main story and flashback) (Death);
Daredevil Vol 4 18;Main Series;;;;2015-11;2015-09-02;Mark Waid;Chris Samnee;Daredevil (Matt Murdock) (Main story and flashback) (Impersonates Ikari);Kingpin (Wilson Fisk);Julia Carpenter | Kirsten McDuffie | Foggy Nelson | Shroud (Max Coleridge) (Main story and flashback) | SFPD
Daredevil Vol 5 1;Main Series;;;All-New, All-Different Marvel;2016-02;2015-12-02;Charles Soule;Ron Garney;Daredevil (Matt Murdock);Church of the Sheltering Hands (First appearance) | Onehand (First appearance) | Nonefingers (First appearance) (Unnamed) | Tenfingers (First appearance) | Numerous unnamed henchmen;Billy Li (First appearance) | Blindspot (Sam Chung) | Foggy Nelson
Daredevil Vol 5 2;Main Series;;;;2016-02;2015-12-23;Charles Soule;Ron Garney;Daredevil (Matt Murdock);Church of the Sheltering Hands | Tenfingers | Nonefingers (Death) | Onehand (Death) | Eights (First appearance) | Lu Wei (First appearance) (Unnamed) | Unidentified members | Unnamed followers | The Hand;Blindspot (Sam Chung) | Ellen King
Daredevil Vol 5 3;Main Series;;;;2016-03;2016-01-27;Charles Soule;Ron Garney;Daredevil (Matt Murdock);The Hand | Church of the Sheltering Hands | Tenfingers | Eights | Lu Wei (Name first revealed) | Unidentified members | Unnamed followers;Blindspot (Sam Chung) | District Attorney Ben Hochberg
Daredevil Vol 5 4;Main Series;;;;2016-04;2016-02-24;Charles Soule;Ron Garney | Goran Sudzuka;Daredevil (Matt Murdock) (Main story and flashback) | Blindspot (Sam Chung);Unnamed bombers | Church of the Sheltering Hands (Main story and flashback) | Tenfingers (Main story and flashback) | Eights (Mentioned) | Lu Wei | Nonefingers (Mentioned) | Unnamed followers | The Hand | Fist (First appearance) (Unnamed) (Possessing Onehand's corpse);Commander Steve Rogers
Daredevil/Punisher: Seventh Circle Infinite Comic Vol 1 1;Special;Chapter One;;All-New, All-Different Marvel;2016-05;2016-03-02;Charles Soule;Szymon Kudranski | Reilly Brown;Daredevil (Matt Murdock);Sergey Antonov (First appearance) | Punisher (Frank Castle);NYPD | Blindspot (Sam Chung)
Daredevil/Punisher: Seventh Circle Infinite Comic Vol 1 2;Special;Chapter Two;;;2016-05;2016-03-16;Charles Soule;Szymon Kudranski | Reilly Brown;Daredevil (Matt Murdock);Punisher (Frank Castle) | Sergey Antonov | Antonov's Gang  (First appearance);NYPD | Blindspot (Sam Chung)
Daredevil Vol 5 5;Main Series;;;;2016-05;2016-03-30;Charles Soule;Ron Garney;Daredevil (Matt Murdock);Church of the Sheltering Hands (Disbands) | Tenfingers (Death) | Eights (Disbands) | Lu Wei | Unidentified members  (Death) | The Hand | Fist (Death) (Possessed Onehand's corpse) | The Beast (Mentioned);Blindspot (Sam Chung)
Daredevil/Punisher: Seventh Circle Infinite Comic Vol 1 3;Special;Chapter Three;;;2016-06;2016-04-06;Charles Soule;Szymon Kudranski;Daredevil (Matt Murdock);Antonov's Gang | Punisher (Frank Castle) | Sergey Antonov;Blindspot (Sam Chung)
Daredevil/Punisher: Seventh Circle Infinite Comic Vol 1 4;Special;Chapter Four;;;2016-06;2016-04-20;Charles Soule;Szymon Kudranski;Daredevil (Matt Murdock);Sergey Antonov | Punisher (Frank Castle);Blindspot (Sam Chung)
Daredevil Vol 5 6;Main Series;;;;2016-06;2016-04-27;Charles Soule;Matteo Buffagni;Daredevil (Matt Murdock) (Main story and flashback);Elektra Natchios (Main story and flashback) (Secretly manipulated by an unidentified party);Blindspot (Sam Chung)
Daredevil/Punisher: Seventh Circle Infinite Comic Vol 1 5;Special;Chapter Five;;;2016-07;2016-05-04;Charles Soule;Szymon Kudranski;Daredevil (Matt Murdock);Punisher (Frank Castle) | Sergey Antonov;NYPD | Rodgers  (First appearance) | Hammer  (First appearance) | Caron  (First appearance) | Numerous unnamed officers | Blindspot (Sam Chung)
Daredevil/Punisher: Seventh Circle Infinite Comic Vol 1 6;Special;Chapter Six;;;2016-07;2016-05-18;Charles Soule;Szymon Kudranski;Daredevil (Matt Murdock);Antonov's Gang | Crimson Dynamo | Sergey Antonov;Blindspot (Sam Chung) | Punisher (Frank Castle)
Daredevil Vol 5 7;Main Series;;;;2016-07;2016-05-25;Charles Soule;Matteo Buffagni;Daredevil (Matt Murdock) (Main story and recap);Unidentified party manipulating Elektra (Behind the scenes);Elektra Natchios (Main story and recap) | Foggy Nelson
Daredevil/Punisher: Seventh Circle Infinite Comic Vol 1 7;Special;Chapter Seven;;;2016-08;2016-06-01;Charles Soule;Szymon Kudranski;Daredevil (Matt Murdock);Punisher (Frank Castle) | Crimson Dynamo (Death) | Sergey Antonov;
Daredevil Vol 5 8;Main Series;Blind Man's Bluff: Part I;;;2016-08;2016-06-08;Charles Soule;Goran Sudzuka;Laurent Levasseur / Daredevil (Matt Murdock) (Main story and flashback);Alexander Apex (First appearance);Adhira  (First appearance)
Daredevil/Punisher: Seventh Circle Infinite Comic Vol 1 8;Special;Chapter Eight;;;2016-08;2016-06-22;Charles Soule;Szymon Kudranski;Daredevil (Matt Murdock);Punisher (Frank Castle) | Sergey Antonov;Blindspot (Sam Chung)
Daredevil Vol 5 9;Main Series;Blind Man's Bluff: Part II;;;2016-09;2016-07-13;Charles Soule;Goran Sudzuka;Daredevil (Matt Murdock);Unidentified Triad;Spider-Man (Peter Parker)
Daredevil Annual Vol 4 1;Special;;;;2016-10;2016-08-03;Charles Soule;Vanesa Del Rey;Daredevil (Matt Murdock) (Temporarily enthralled by Klaw);Klaw (Ulysses Klaw);Echo (Maya Lopez) | Unnamed Emergency Broadcast worker  (First and only known appearance) (Temporarily enthralled by Klaw)
Daredevil Vol 5 10;Main Series;Dark Art: Part 1;;;2016-10;2016-08-10;Charles Soule;Ron Garney;Daredevil (Matt Murdock);Unnamed street gang;Blindspot (Sam Chung)
