ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Avengers Vol 1 97;Main Series;Godhood's End!;Kree-Skrull War;;1972-03;-;Roy Thomas;John Buscema;Avengers (Main story and recap) | Scarlet Witch (Wanda) (Main story and recap) | Quicksilver (Pietro) (Main story and recap) | Vision (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | Thor (Odinson) (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Goliath (Clint Barton) 🢒 (Main story and recap) (Leaves group);🢐 Annihilus 🢒 | Skrull Empire (Main story and recap) | Emperor Dorrek VII | Skrull Imperial Starfleet (Main story and recap) | Numerous unnamed Skrulls | Kree Empire (Main story and recap) | 🢐 Ronan the Accuser 🢒 (Main story and recap) | Imperial Kree Army | Numerous unnamed Kree;🢐 Rick Jones 🢒 | 🢐 Captain Marvel (Mar-Vell) 🢒 (Main story and recap) | 🢐 Supreme Intelligence 🢒 (Main story and recap)
Avengers Vol 1 98;Main Series;"""Let Slip the Dogs of War!""";;;1972-04;-;Roy Thomas;Barry Windsor-Smith;Avengers | Vision | Scarlet Witch (Wanda) | Quicksilver (Pietro) | 🢐 Captain America (Steve Rogers) 🢒 | Thor (Odinson) | 🢐 Iron Man (Tony Stark) 🢒 | Hawkeye (Clint Barton) (Rejoins team) | 🢐 Hercules 🢒 (Rejoins team);🢐 Mr. Tallon (Ares) 🢒 | Satyrs | Warhawks (First appearance);🢐 Rick Jones 🢒
Avengers Vol 1 99;Main Series;-- They First Make Mad!;;;1972-05;1972-02-15;Roy Thomas;Barry Smith;Avengers | Scarlet Witch (Wanda) | Vision | Quicksilver (Pietro) | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Hawkeye (Clint Barton) 🢒 (As Hawkeye in main story and flashback, Goliath in flashback) | Thor (Odinson) | Hercules (Main story and flashback);Skrull Empire (Only in flashback) | Skrull Imperial Starfleet (Only in flashback) | Kratos | Bia | Ares (Behind the scenes);Rick Jones
Avengers Vol 1 100;Main Series;"""Whatever Gods There Be!""";;;1972-06;1972-03-14;Roy Thomas;Barry Smith;Avengers (Main story and recap) | 🢐 Black Knight (Dane Whitman) 🢒 (Rejoins and leaves team) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | 🢐 Black Panther (T'Challa) 🢒 (Rejoins and leaves team) | Scarlet Witch (Wanda) | Hawkeye (Clint Barton) | 🢐 Wasp (Janet Van Dyne) 🢒 (Rejoins and leaves team) | 🢐 Ant-Man (Hank Pym) 🢒 (Rejoins and leaves team) | 🢐 Thor (Odinson) 🢒 (Main story and recap) | Quicksilver (Pietro) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | Vision | 🢐 Hulk (Bruce Banner) 🢒 (Rejoins and leaves team) | 🢐 Hercules 🢒 (Leaves group) (Main story and flashback) | 🢐 Swordsman 🢒 (Rejoins and leaves team);Satyrs (Main story and flashback) | 🢐 Ares 🢒 (Main story and flashback) | 🢐 Enchantress 🢒 (Main story and flashback) | Centaurs (Main story and flashback) | Kratos (Main story and recap) | Bia (Main story and recap) | Titans (Main story and flashback) | Minotaurs (First appearance);Aragorn
Avengers Vol 1 101;Main Series;Five Dooms to Save Tomorrow!;;;1972-07;1972-04-11;Harlan Ellison | Roy Thomas;Rich Buckler;Avengers | 🢐 Thor (Odinson) 🢒 / Dr. Don Blake | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Vision 🢒 | Hawkeye (Clint Barton) | 🢐 Quicksilver (Pietro) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Captain America (Steve Rogers) 🢒;Leonard Tippit (First appearance);🢐 The Watcher 🢒
Avengers Vol 1 102;Main Series;What to Do Till the Sentinels Come!;;;1972-08;1972-05-16;Roy Thomas | Chris Claremont;Rich Buckler;Avengers | 🢐 Vision 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 (Main story and recap) | Hawkeye (Clint Barton) (Main story and recap) | 🢐 Thor (Odinson) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Quicksilver (Pietro) 🢒 | 🢐 Captain America (Steve Rogers) 🢒;Muggers | J.C. | Al | Sentinels Mk II (Main story and recap) | Sentinel Number 2 (Revealed to be alive) | A3 (Revealed to alive) | Sentinel Number 8 (Revealed to be alive) | C7 (First appearance) | Numerous unnamed other Sentinels (Returns) | Sentinel Number 5 (Revealed to be alive);🢐 Grim Reaper (Williams) 🢒
Avengers Vol 1 103;Main Series;The Sentinels Are Alive and Well!;;;1972-09;1972-06-13;Roy Thomas;Rich Buckler;Avengers | 🢐 Iron Man (Tony Stark) 🢒 | Thor (Odinson) | 🢐 Captain America (Steve Rogers) 🢒 | Vision | Hawkeye (Clint Barton) | Quicksilver (Pietro) (Main story and recap) | Scarlet Witch (Wanda) (Only in recap);Sentinels Mk II | Unidentified Sentinels | Sentinel Number 5 (Mentioned) | Sentinel Number 2 (Vision);🢐 Rick Jones 🢒
Avengers Vol 1 104;Main Series;"""With a Bang -- And a Whimper!""";;;1972-10;1972-07-11;Roy Thomas;Rich Buckler;Avengers (Main story and recap) | 🢐 Quicksilver (Pietro) 🢒 (Leaves group) | 🢐 Scarlet Witch (Wanda) 🢒 (Main story and recap) | 🢐 Hawkeye (Clint Barton) 🢒 (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Vision 🢒;Sentinel MK II (Death) | Sentinel Number 5 (Main story and recap) (Death) | Various unnamed Sentinels (Death) | Sentinel Number 2 (Death) | Sentinel Number 4 (First and only known appearance, dies) | Sentinel Number 6 (First and only known appearance, dies) | Sentinel Number 10 (First and only known appearance, dies) | Sentinel MK II 3 (Death);Larry Trask (Death)
Avengers Vol 1 105;Main Series;In the Beginning Was... The World Within!;;;1972-11;1972-08-08;Steve Englehart;John Buscema;Avengers | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Hawkeye (Clint Barton) 🢒 | 🢐 Black Panther (T'Challa) 🢒 (Joins group) | 🢐 Thor (Odinson) 🢒 | 🢐 Vision 🢒;Savage Land Mutates | 🢐 Barbarus 🢒 | 🢐 Lupo 🢒 | 🢐 Gaza 🢒 | 🢐 Equilibrius 🢒 | 🢐 Amphibius 🢒 | 🢐 Brainchild 🢒 | 🢐 Lorelei 🢒;🢐 Lady Sif 🢒
Avengers Vol 1 106;Main Series;"""A Traitor Stalks Among Us!""";;;1972-12;1972-09-05;Steve Englehart;Rich Buckler | George Tuska;Avengers | Vision (Main story and flashback) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and flashback) | Black Panther (T'Challa) | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | Hawkeye (Clint Barton);Hydra (Only in flashback) | 🢐 Space Phantom 🢒 (Main story and flashback) | 🢐 Grim Reaper (Williams) 🢒 (Cameo) | Immortus (Behind the scenes);🢐 Rick Jones 🢒 (Rick Jones in main story and Bucky in flashback)
Avengers Vol 1 107;Main Series;The Master Plan of the Space Phantom!;;;1973-01;1972-10-10;Steve Englehart;Jim Starlin | George Tuska;Avengers (Main story and recap) | Black Panther (T'Challa) | Scarlet Witch (Wanda) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | Hawkeye (Clint Barton) | 🢐 Captain America (Steve Rogers) 🢒 | Vision;Space Phantom (Main story and flashback, impersonates Supreme Hydra and Madame Hydra in flashback) | Grim Reaper (Williams) (Main story and flashback) | Hydra (Only in flashback) | Madame Hydra (Only in flashback) | Agent R (Only in flashback) | Immortus (Behind the scenes);Bucky (Rick Jones) (Only in flashback)
Avengers Vol 1 108;Main Series;"""Check -- And Mate!""";;;1973-02;1972-11-07;Steve Englehart;Don Heck;Avengers (Main story and recap) | 🢐 Vision 🢒 (Main story and flashback) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and flashback) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | Hawkeye (Clint Barton) (Main story and recap) | Black Panther (T'Challa) (Main story and recap) | 🢐 Scarlet Witch (Wanda) 🢒 (Main story and recap);🢐 Grim Reaper (Williams) 🢒 (Main story and flashback) | 🢐 Supreme Hydra (Space Phantom) 🢒 (Main story and recap) | Hydra | Immortus (Behind the scenes);🢐 Rick Jones 🢒 | 🢐 Captain Marvel (Mar-Vell) 🢒 | 🢐 Thor (Odinson) 🢒
Avengers Vol 1 109;Main Series;The Measure of a Man!;;;1973-03;1972-12-05;Steve Englehart;Don Heck;Avengers | Hawkeye (Clint Barton) (Leaves group) | 🢐 Thor (Odinson) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Vision 🢒 | 🢐 Black Panther (T'Challa) 🢒;Mr. Champion 🢒 (First appearance) | Champion's Henchmen;
Avengers Vol 1 110;Main Series;...And Now Magneto!;;;1973-04;1973-01-09;Steve Englehart;Don Heck | John Buscema;Avengers | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Vision 🢒 | Scarlet Witch (Wanda);🢐 Magneto 🢒 (Impersonates Angel) | Dinosaurs | 🢐 Piper 🢒;🢐 Quicksilver (Pietro) 🢒 (Main story and flashback) | 🢐 Crystal 🢒 (Main story and flashback) | Lockjaw (Main story and flashback)
Avengers Vol 1 111;Main Series;With Two Beside Them!;;;1973-05;1973-02-20;Steve Englehart;Don Heck;Avengers | Scarlet Witch (Wanda) (Controlled by Magneto) | 🢐 Captain America (Steve Rogers) 🢒 (Controlled by Magneto) | 🢐 Iron Man (Tony Stark) 🢒 (Controlled by Magneto) | Thor (Odinson) | 🢐 Vision 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒 (Joins group) | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Daredevil (Matt Murdock) 🢒 (Main story and recap);🢐 Magneto 🢒 (Main story and flashback, impersonates Angel in recap) | 🢐 Piper 🢒 (Controlled by Vision);X-Men (Controlled by Magneto) | 🢐 Cyclops (Scott Summers) 🢒 (Controlled by Magneto) | 🢐 Marvel Girl (Jean Grey) 🢒 (Controlled by Magneto) | 🢐 Professor X (Charles Xavier) 🢒 (Controlled by Magneto) | 🢐 Iceman (Bobby Drake) 🢒 (Controlled by Magneto)
Avengers Vol 1 112;Main Series;"""The Lion God Lives!""";;;1973-06;1973-03-20;Steve Englehart;Don Heck;Avengers | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒 (Leaves group) | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Vision 🢒 | 🢐 Thor (Odinson) 🢒;Lion Cult (First appearance) | N'Laka (First appearance) | Numerous unnamed cult members | Lions | Lion God 🢒 (First appearance, possesses Mr. Umbala);Mantis 🢒 (First appearance) | 🢐 Swordsman 🢒 (Shadow only)
Avengers Vol 1 113;Main Series;"""Your Young Men Shall Slay Visions!""";;;1973-07;1973-04-17;Steve Englehart;William Robert Brown;Avengers | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Vision 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Thor (Odinson) 🢒 / Dr. Don Blake;Living Bombs (First and only known appearance) (Disbands) | Frank (First and only known appearance, dies) | Carol (First and only known appearance, dies) | Mal (First and only known appearance, dies) | Phil (First and only known appearance, dies) | Numerous unnamed members (First and only known appearance, dies) | Neo-Nazis;Mantis | Swordsman (Shadow only)
Avengers Vol 1 114;Main Series;"""Night of the Swordsman""";;;1973-08;1973-05-22;Steve Englehart;William Robert Brown;Avengers (Main story and recap) | Scarlet Witch (Wanda) (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | Vision | 🢐 Iron Man (Tony Stark) 🢒 | Mantis (Main story and flashback) (Joins group) | Thor (Odinson) | Black Panther (T'Challa) | Swordsman (Main story and flashback) (Rejoins team);🢐 Lion God 🢒;
Avengers Vol 1 115;Main Series;Below Us the Battle!;Avengers/Defenders War;;1973-09;1973-06-19;Steve Englehart;William Robert Brown;Avengers (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 | Vision | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | Scarlet Witch (Wanda Maximoff) | Swordsman (Jacques Duquesne) | Mantis | 🢐 Thor (Odinson) 🢒 (Main story and recap) | Black Panther (T'Challa) (Main story and recap);Troglodytes (Main story and flashback) (First appearance) | Skol (First appearance) | Kragg (First appearance) | Numerous unnamed Troglodytes (Main story and flashback) | Troglodytes' beast;
Avengers Vol 1 116;Main Series;Betrayal!;Avengers/Defenders War;;1973-10;1973-07-17;Steve Englehart;William Robert Brown;Avengers | 🢐 Thor (Odinson) 🢒 | 🢐 Vision 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Swordsman 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Mantis 🢒;🢐 Dormammu 🢒 | 🢐 Loki Laufeyson 🢒 (Main story and recap);Wong | Defenders | 🢐 Doctor Strange (Stephen Strange) 🢒 | 🢐 Valkyrie 🢒 | 🢐 Sub-Mariner (Namor McKenzie) 🢒 | 🢐 Hulk (Bruce Banner) 🢒 | 🢐 Hawkeye (Clint Barton) 🢒 (Joins group) | 🢐 Silver Surfer (Norrin Radd) 🢒
Avengers Vol 1 117;Main Series;Holocaust;Avengers/Defenders War;;1973-11;1973-08-14;Steve Englehart;William Robert Brown;Avengers | 🢐 Swordsman 🢒 | 🢐 Captain America (Steve Rogers) 🢒;🢐 Dormammu 🢒 | 🢐 Loki Laufeyson 🢒 | Unnamed Owner of the Bolivian Castle (First and only known appearance, dies) | 🢐 Sunfire (Shiro Yoshida) 🢒;Defenders | 🢐 Valkyrie 🢒 | 🢐 Sub-Mariner (Namor McKenzie) 🢒 (Main story and recap)
Avengers Vol 1 118;Main Series;To the Death!;Avengers/Defenders War;;1973-12;1973-09-11;Steve Englehart;William Robert Brown;Avengers | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Swordsman 🢒 | 🢐 Vision 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Mantis 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Thor Odinson 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Doctor Strange (Stephen Strange) 🢒;Demons (Transformed humans) | Contessa Valentina Allegra de la Fontaine (Temporarily transformed into a Demon) | 🢐 Loki Laufeyson 🢒 (Temporarily shapeshifts into a insect) | 🢐 Dormammu 🢒 | 🢐 Mindless Ones 🢒;Defenders | 🢐 Silver Surfer (Norrin Radd) 🢒 | 🢐 Hawkeye (Clint Barton) 🢒 | 🢐 Valkyrie 🢒 | 🢐 Hulk (Bruce Banner) 🢒 | 🢐 Sub-Mariner (Namor McKenzie) 🢒 | 🢐 Nick Fury 🢒
Avengers Vol 1 119;Main Series;"""Night of the Collector""";;;1974-01;1973-10-09;Steve Englehart;William Robert Brown;Avengers | 🢐 Mantis 🢒 | 🢐 Swordsman 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Vision 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Black Panther (T'Challa) 🢒 (Main story and recap) | 🢐 Thor (Odinson) 🢒;🢐 The Collector 🢒 (Impersonates Tom Fagan);🢐 Tom Fagan 🢒
Avengers Vol 1 120;Main Series;"""Death-Stars of the Zodiac!""";;;1974-02;1973-11-06;Steve Englehart;William Robert Brown;Avengers | 🢐 Vision 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Mantis 🢒 | 🢐 Swordsman 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒;Zodiac Cartel | Taurus | Gemini (Joshua Link) (Main story and recap) | Libra | Aries II (First appearance) | Aquarius | Scorpio II (First appearance) | Virgo | Cancer | Leo | Capricorn | Pisces | Sagittarius;Butler Jarvis
Avengers Vol 1 121;Main Series;"""Houses Divided Cannot Stand!""";;;1974-03;1973-12-04;Steve Englehart;John Buscema;Avengers | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Vision 🢒 | 🢐 Thor (Odinson) 🢒 / Don Blake | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Mantis 🢒 (Main story and flashback) | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Swordsman 🢒 (Main story and flashback) | 🢐 Black Panther (T'Challa) 🢒;Zodiac Crime Cartel | Taurus (Cornelius van Lunt) (Identity first revealed) | Aries II | Gemini (Joshua Link) | Aquarius | Leo | Sagittarius | Virgo | Capricorn | Libra | Pisces | Scorpio II | Cancer;
Avengers Vol 1 122;Main Series;"""Trapped in Outer Space!""";;;1974-04;1974-01-08;Steve Englehart;William Robert Brown;Avengers (Main story and recap) | 🢐 Thor (Odinson) 🢒 / Don Blake | Scarlet Witch (Wanda) | Black Panther (T'Challa) | 🢐 Iron Man (Tony Stark) 🢒 | Vision (Main story and recap) | Swordsman | Mantis (Main story and recap);Zodiac Crime Cartel | Taurus (Cornelius van Lunt) | Aries | Scorpio | Aquarius | Libra | Cancer | Virgo | Pisces | Capricorn | Gemini (Joshua Link) | Sagittarius | Leo;Damian Link (Controlled by Gemini)
Avengers Vol 1 123;Main Series;Vengence in Viet Nam! - or - An Origin for Mantis!;;;1974-05;1974-02-12;Steve Englehart;William Robert Brown;Avengers | 🢐 Mantis 🢒 (Main story and flashback) (Origin revealed) | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Vision 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Swordsman 🢒;Monsieur Khruul (Main story and flashback) (Origin revealed) (Death) | Khruul goons and assassins (Main story and flashback) | Star-Stalker 🢒 (First appearance) (Cameo);Libra (Main story and flashback) (Origin revealed) | Lua (First and only known appearance, dies) (Only in flashback)
Avengers Vol 1 124;Main Series;"""Beware the Star Stalker!""";;;1974-06;1974-03-19;Steve Englehart;John Buscema;Avengers (Main story and recap) | 🢐 Vision 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Thor (Odinson) 🢒 (Main story and recap) | Black Panther (T'Challa) (Main story and recap) | 🢐 Mantis 🢒 (Main story and recap) | 🢐 Swordsman 🢒 | 🢐 Scarlet Witch (Wanda) 🢒;🢐 Star-Stalker 🢒 (First full appearance) (Main story and flashback) (Death);Libra (Main story and recap)
Avengers Vol 1 125;Main Series;The Power of Babel!;;;1974-07;1974-04-16;Steve Englehart;John Buscema;Avengers (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | 🢐 Mantis 🢒 (Main story and recap) | 🢐 Black Panther (T'Challa) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Vision 🢒 (Main story and recap) | 🢐 Scarlet Witch (Wanda) 🢒 (Main story and recap) | 🢐 Thor (Odinson) 🢒 (Main story and recap) | 🢐 Swordsman 🢒 (Main story and recap);🢐 Thanos 🢒 (Main story and recap) | Thanos-Thralls | Numerous unnamed members | Tuareg (First and only known appearance, dies) | Gromak (First and only known appearance, dies);Lou-Ann Savannah (Main story and recap)
Avengers Vol 1 126;Main Series;"""All the Sounds and Sights of Death!""";;;1974-08;1974-05-14;Steve Englehart;William Robert Brown;Avengers | 🢐 Mantis 🢒 | 🢐 Swordsman 🢒 | 🢐 Vision 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 (Leaves group) | 🢐 Black Panther (T'Challa) 🢒 (Leaves group);🢐 Klaw 🢒 (Impersonates Ronald Pershing) | 🢐 Solarr (Silas King) 🢒;Butler Jarvis
Giant-Size Avengers Vol 1 1;Special;Nuklo -- The Invader That Time Forgot;;;1974-08;1974-05-14;Roy Thomas;Rich Buckler;Avengers (Main story and recap) | 🢐 Vision 🢒 | 🢐 Thor (Odinson) 🢒 (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and flashback) | 🢐 Mantis 🢒 | 🢐 Iron Man (Tony Stark) 🢒 (Main story and flashback) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and flashback) (Origin revealed);Nuklo (Frank) 🢒 (First appearance) (Main story and flashback);🢐 Whizzer (Bob Frank) 🢒 (Main story and flashback)
Avengers Vol 1 127;Main Series;Bride and Doom!;;;1974-09;1974-06-18;Steve Englehart;Sal Buscema;Avengers | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap) | 🢐 Vision 🢒 | 🢐 Swordsman 🢒 | 🢐 Mantis 🢒 | 🢐 Thor (Odinson) 🢒;🢐 Maximus the Mad 🢒 | 🢐 Ultron-7 🢒 (Impersonates Omega) (Revealed to be alive) | Alpha Primitives | RN-62 (First appearance) | Numerous unnamed others;Inhuman Royal House | 🢐 Gorgon 🢒 | 🢐 Lockjaw 🢒 | 🢐 Triton 🢒 | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Crystal 🢒 | 🢐 Quicksilver (Pietro Frank) 🢒 (Main story and recap) | Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Storm-Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒
Avengers Vol 1 128;Main Series;Bewitched, Bothered, and Dead!;;;1974-10;1974-07-16;Steve Englehart;Sal Buscema;Avengers | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Mantis 🢒 | 🢐 Vision 🢒 | 🢐 Scarlet Witch (Wanda Frank) 🢒 | 🢐 Swordsman 🢒;🢐 Necrodamus 🢒 (Main story and recap) | Kang the Conqueror 🢒 (First appearance of this Kang's divergence);🢐 Agatha Harkness 🢒 | Ebony
Avengers Vol 1 129;Main Series;"""Bid Tomorrow Goodbye!""";;;1974-11;1974-08-13;Steve Englehart;Sal Buscema;Avengers | 🢐 Thor (Odinson) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Scarlet Witch (Wanda Frank) 🢒 | 🢐 Vision 🢒 | 🢐 Swordsman 🢒 (Main story and flashback) | 🢐 Mantis 🢒 (Main story and flashback);🢐 Kang the Conqueror 🢒 (Main story and recap) | Macrobots (First appearance);🢐 Agatha Harkness 🢒
Giant-Size Avengers Vol 1 2;Special;A Blast From the Past;;;1974-11;1974-08-27;Steve Englehart;Dave Cockrum;Avengers (Main story and recap) | 🢐 Hawkeye (Clint Barton) 🢒 (Joins group) (Main story and flashback, appears as Goliath in flashback) | 🢐 Vision 🢒 (Main story and recap) | 🢐 Thor (Odinson) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap) | 🢐 Mantis / Celestial Madonna 🢒 (First appearance as Celestial Madonna) (Main story and recap) | 🢐 Swordsman 🢒 (Main story and flashback) (Death);🢐 Kang the Conqueror 🢒 (Main story and flashback) | Macrobots (Main story and recap) (Destruction);🢐 Agatha Harkness 🢒 (Main story and recap) | 🢐 Rama-Tut 🢒 (Main story and flashback)
Avengers Vol 1 130;Main Series;The Reality Problem!;;;1974-12;1974-09-17;Steve Englehart;Sal Buscema;Avengers (Main story and flashback) | 🢐 Vision 🢒 (Main story and flashback) | 🢐 Hawkeye (Clint Barton) 🢒 (Main story and flashback) | 🢐 Mantis / Celestial Madonna 🢒 (Main story and flashback) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and flashback) | 🢐 Thor (Odinson) 🢒 (Main story and flashback) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Only in flashback);Slasher 🢒 (First appearance) | Titanic Three (First appearance) (Main story and flashback) | 🢐 Radioactive Man (Chen Lu) 🢒 (Main story and flashback) | 🢐 Titanium Man (Boris Bullski) 🢒 (Main story and flashback) | 🢐 Crimson Dynamo (Alex Nevsky) 🢒 (Main story and flashback);Agatha Harkness (Only in flashback)
Avengers Vol 1 131;Main Series;A Quiet Half-Hour in Saigon!;;;1975-01;1974-10-17;Steve Englehart;Sal Buscema;Avengers | 🢐 Mantis / Celestial Madonna 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Hawkeye (Clint Barton) 🢒 | 🢐 Vision 🢒 | 🢐 Iron Man (Tony Stark) 🢒;🢐 Kang the Conqueror 🢒 | Legion of the Unliving (First appearance) | 🢐 Frankenstein's Monster 🢒 | 🢐 Wonder Man (Simon Williams) 🢒 | 🢐 Human Torch (Jim Hammond) 🢒 | 🢐 Midnight (M'Nai) 🢒 | 🢐 Ghost (Joost van Straaten) 🢒 | 🢐 Baron Zemo 🢒;🢐 Nomad (Steve Rogers) 🢒 | 🢐 Rama-Tut 🢒 | 🢐 Immortus 🢒
Avengers Vol 1 132;Main Series;Kang War II;;;1975-02;1974-11-19;Steve Englehart | Roy Thomas;Sal Buscema;Avengers | 🢐 Hawkeye (Clint Barton) 🢒 | 🢐 Thor (Odinson) 🢒 / Dr. Don Blake | 🢐 Vision 🢒 | 🢐 Iron Man (Tony Stark) 🢒 (Apparent death) | 🢐 Mantis / Celestial Madonna 🢒;🢐 Kang the Conqueror 🢒 | 🢐 Legion of the Unliving 🢒 | 🢐 Ghost (Joost van Straaten) 🢒 | 🢐 Frankenstein's Monster 🢒 | 🢐 Midnight (M'Nai) 🢒 | 🢐 Human Torch (Jim Hammond) 🢒 | 🢐 Wonder Man (Simon Williams) 🢒 | 🢐 Baron Zemo 🢒;
Giant-Size Avengers Vol 1 3;Special;Kang War II Conclusion: What Time Hath Put Asunder!;;;1975-02;1974-11-26;Steve Englehart;Dave Cockrum;Avengers (Main story and recap) | 🢐 Mantis / Celestial Madonna 🢒 (Main story and recap) | 🢐 Vision 🢒 (Main story and recap) | 🢐 Hawkeye (Clint Barton) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 (Resurrection) | Scarlet Witch (Wanda Frank) (Voice);Legion of the Unliving (Disbands) | 🢐 Ghost (Joost van Straaten) 🢒 (Main story and recap) (Leaves group) | 🢐 Midnight (M'Nai) 🢒 (Main story and recap) (Leaves group) | 🢐 Frankenstein's Monster 🢒 (Main story and recap) (Leaves group) | 🢐 Wonder Man (Simon Williams) 🢒 (Main story and recap) (Leaves group) | Baron Zemo (Main story and recap) (Leaves group) | 🢐 Human Torch (Jim Hammond) 🢒 (Main story and recap) (Leaves group) | 🢐 Kang the Conqueror 🢒;🢐 Immortus 🢒 | 🢐 Rama-Tut 🢒
