ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Avengers Vol 1 47;Main Series;"""Magneto Walks the Earth!""";;;1967-12;1967-10-10;Roy Thomas;John Buscema;Avengers | 🢐 Captain America (Steve Rogers) 🢒 (Leaves group) | 🢐 Scarlet Witch (Wanda) 🢒 (Main story and flashback) | 🢐 Goliath (Hank Pym) 🢒 | 🢐 Hercules 🢒 | 🢐 Hawkeye 🢒 | 🢐 Quicksilver (Pietro) 🢒 (Main story and flashback) | 🢐 Wasp (Janet Van Dyne) 🢒;Brotherhood of Evil Mutants (Reforms) | 🢐 Magneto 🢒 (Rejoins team) (Main story and flashback) | 🢐 Toad 🢒 (Rejoins team) | Norris 🢒 (First appearance) | Knight Robots;Dr. Whitman 🢒 (First appearance) | 🢐 Natasha 🢒
Avengers Vol 1 48;Main Series;The Black Knight Lives Again!;;;1968-01;1967-11-09;Roy Thomas;George Tuska;Avengers | 🢐 Quicksilver (Pietro) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Hawkeye 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Goliath / Ant-Man (Hank Pym) 🢒 | 🢐 Hercules 🢒;Brotherhood of Evil Mutants | 🢐 Magneto 🢒 | 🢐 Toad 🢒;Ant-Man's Ants | 🢐 Black Knight (Dane Whitman) 🢒 (First appearance as Black Knight) (First name first revealed)
Avengers Vol 1 49;Main Series;"""Mine Is the Power!""";;;1968-02;1967-12-12;Roy Thomas;John Buscema;Avengers | 🢐 Hercules 🢒 | 🢐 Goliath (Henry Pym) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Hawkeye 🢒 | 🢐 Quicksilver (Pietro) 🢒 (Leaves group) | 🢐 Scarlet Witch (Wanda) 🢒 (Leaves group);Typhon 🢒 (First appearance) (Main story and flashback) | Brotherhood of Evil Mutants | 🢐 Magneto 🢒 | 🢐 Toad 🢒 | Tartaro (First and only known appearance);
Avengers Vol 1 50;Main Series;"""To Tame a Titan!""";;;1968-03;1968-01-09;Roy Thomas;John Buscema;Avengers | 🢐 Goliath (Hank Pym) 🢒 | 🢐 Hawkeye 🢒 | 🢐 The Wasp (Janet Van Dyne) 🢒 | 🢐 Hercules 🢒 (Leaves group);Erinnye (First appearance) | Alecto 🢒 (First appearance) | 🢐 Typhon 🢒;Ant-Man's Ants
Avengers Vol 1 51;Main Series;"""In the Clutches of... the Collector!""";;;1968-04;1968-02-08;Roy Thomas;John Buscema;Avengers | 🢐 Hawkeye 🢒 | 🢐 Goliath (Hank Pym) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒;"🢐 The Collector 🢒 | The Robotoid | The ""giant savage"" aka Chumley";Inactive Avengers | 🢐 Thor (Odinson) 🢒 (Controlled by Collector) (Main story and flashback) | 🢐 Iron Man (Tony Stark) 🢒
Avengers Vol 1 52;Main Series;"""Death Calls for the Arch-Heroes!""";;;1968-05;1968-03-07;Roy Thomas;John Buscema;Avengers (Main story and flashback) | 🢐 Black Panther (T'Challa) 🢒 (Joins group) | 🢐 Goliath (Hank Pym) 🢒 (Main story and flashback) | 🢐 Hawkeye 🢒 (Main story and flashback) | 🢐 Wasp (Janet Van Dyne) 🢒 (Main story and flashback);Grim Reaper (Williams) 🢒 (First appearance) (Main story and flashback);
Avengers Vol 1 53;Main Series;In Battle Joined!;;;1968-06;1968-04-09;Roy Thomas;John Buscema;Avengers (Main story and flashback) | 🢐 Goliath (Henry Pym) 🢒 (Main story and flashback) | 🢐 Black Panther (T'Challa) 🢒 (Main story and flashback) | 🢐 Hawkeye 🢒 (Main story and flashback) | 🢐 Wasp (Janet Van Dyne) 🢒 (Main story and flashback);Brotherhood of Evil Mutants (Disbands) | 🢐 Magneto 🢒 (Leaves group) (Apparent death) | 🢐 Toad 🢒 (Leaves group) | 🢐 Quicksilver (Pietro) 🢒 (Leaves group) (Main story and flashback) | 🢐 Scarlet Witch (Wanda) 🢒 (Leaves group);X-Men (Main story and flashback) | 🢐 Cyclops (Scott Summers) 🢒 (Main story and flashback) | 🢐 Angel (Warren Worthington III) 🢒 (Main story and flashback) | 🢐 Beast (Hank McCoy) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | 🢐 Iceman (Bobby Drake) 🢒
Avengers Vol 1 54;Main Series;...And Deliver Us From--The Masters of Evil!;;;1968-07;1968-05-09;Roy Thomas;John Buscema;Avengers | 🢐 Black Panther (T'Challa) 🢒 (Main story and recap) | 🢐 Hawkeye 🢒 | 🢐 The Wasp (Janet Van Dyne) 🢒 | 🢐 Goliath (Hank Pym) 🢒;Crimson Cowl 🢒 (First appearance) | Masters of Evil (Reforms) (Main story and recap) | 🢐 Klaw 🢒 (Joins group) (Main story and recap) | 🢐 Whirlwind (David Cannon) 🢒 (Joins group) | 🢐 Melter (Bruno Horgan) 🢒 (Main story and recap, rejoins team) | 🢐 Radioactive Man (Chen Lu) 🢒 (Main story and recap, rejoins team);🢐 Black Knight (Dane Whitman) 🢒 (Main story and flashback) | 🢐 Aragorn 🢒 (Real name first revealed)
Avengers Vol 1 55;Main Series;"""Mayhem Over Manhattan!""";;;1968-08;1968-06-11;Roy Thomas;John Buscema;Avengers | 🢐 Hawkeye 🢒 | 🢐 Goliath (Hank Pym) 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 The Wasp (Janet van Dyne) 🢒;Masters of Evil | 🢐 Whirlwind (David Cannon) 🢒 | 🢐 Melter (Bruno Horgan) 🢒 | 🢐 Radioactive Man (Chen Lu) 🢒 | 🢐 Klaw 🢒 | 🢐 Crimson Cowl (Ultron-5) 🢒 (Real name first revealed) (First full appearance);🢐 Black Knight (Dane Whitman) 🢒 | 🢐 Aragorn 🢒
Avengers Annual Vol 1 2;Special;...And Time, the Rushing River...;;;1968-09;1968-07-09;Roy Thomas;Don Heck | Werner Roth;Avengers | 🢐 Goliath (Hank Pym) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Hawkeye 🢒 | 🢐 Captain America (Steve Rogers) 🢒;Avengers (Earth-689) (First and only known appearance) (Main story and flashback) | Thor (Odinson) / Dr. Don Blake (Main story and flashback) | Hulk (Bruce Banner) (First and only known appearance) (Main story and flashback) | Giant-Man (Henry Pym) (First and only known appearance) (Main story and flashback) | Wasp (Janet Van Dyne) (First and only known appearance) (Main story and flashback) | Iron Man (Tony Stark) (First and only known appearance) (Main story and flashback) | Scarlet Centurion (First appearance) | Ant-Man's Ants (Behind the scenes) (Only in flashback);🢐 The Watcher 🢒
Avengers Vol 1 56;Main Series;Death Be Not Proud!;;;1968-09;1968-07-11;Roy Thomas;John Buscema;Avengers | 🢐 Goliath (Hank Pym) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Hawkeye 🢒 | 🢐 Captain America (Steve Rogers) 🢒 (Main story and flashback);Nazis (Only in flashback) | Baron Zemo (Only in flashback) | Zemo's Androids (Only in flashback);Bucky Barnes (Only in flashback)
Avengers Vol 1 57;Main Series;Behold... The Vision!;;;1968-10;1968-08-08;Roy Thomas;John Buscema;Avengers | 🢐 Goliath (Hank Pym) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Hawkeye 🢒 | 🢐 Black Panther (T'Challa) 🢒;"A gang of armed thieves | ""Trigger-happy"" | Turk | Unnamed thief | 🢐 Ultron-5 🢒 (Apparent death)";The Vision 🢒 (First appearance) | 🢐 Black Widow (Natasha) 🢒
Avengers Vol 1 58;Main Series;"""Even An Android Can Cry""";;;1968-11;1968-09-10;Roy Thomas;John Buscema;Avengers (Main story and flashback) | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Goliath (Hank Pym) 🢒 (Main story and flashback) | 🢐 Wasp (Janet Van Dyne) 🢒 (Main story and flashback) | 🢐 Hawkeye 🢒 | 🢐 Vision 🢒 (Joins group) (Main story and flashback) (Origin revealed);Ultron-5 (Only in flashback) (Origin revealed);Inactive Avengers | 🢐 Thor (Odinson) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and flashback) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap)
Avengers Vol 1 59;Main Series;"""The Name is... Yellowjacket!""";;;1968-12;1968-10-10;Roy Thomas;John Buscema;Avengers | 🢐 Hawkeye 🢒 | 🢐 Vision 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒;Big Eddie (First appearance) | 🢐 Charlie 🢒 | Rocky | 🢐 Yellowjacket (Hank Pym) 🢒 (First appearance as Yellowjacket) (As Goliath in flashback);NYPD | Clyde (First appearance)
Avengers Vol 1 60;Main Series;... Till Death Do Us Part!;;;1969-01;1968-11-12;Roy Thomas;John Buscema;Avengers (Main story and flashback) | 🢐 Wasp (Janet Van Dyne) 🢒 (Main story and flashback) | 🢐 Hawkeye 🢒 (Main story and flashback) | 🢐 Vision 🢒 | 🢐 Black Panther (T'Challa) 🢒;Circus of Crime | 🢐 Ringmaster 🢒 | 🢐 Clown 🢒 | 🢐 Princess Python 🢒 | Precious (Princess Python's snake) | 🢐 Cannonball 🢒 | 🢐 Great Gambonnos 🢒;🢐 Captain America (Steve Rogers) 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒 (Main story and flashback)
Avengers Vol 1 61;Main Series;Some Say the World Will End in Fire... Some Say In Ice!;;;1969-02;1968-12-12;Roy Thomas;John Buscema;Avengers | 🢐 Vision 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Hawkeye 🢒;🢐 Surtur 🢒 | 🢐 Ymir 🢒;🢐 Doctor Strange (Stephen Strange) 🢒 (Main story and flashback) | 🢐 Aragorn 🢒 | 🢐 Black Knight (Dane Whitman) 🢒 (Main story and flashback)
Avengers Vol 1 62;Main Series;The Monarch and the Man-Ape!;;;1969-03;1969-01-09;Roy Thomas;John Buscema;Avengers | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Hawkeye 🢒 | 🢐 Vision 🢒;Jabari Tribe (First appearance) | White Gorilla Cult (First appearance) | Man-Ape (M'Baku) 🢒 (First appearance) (Apparent death) | 🢐 N'Gamo 🢒 (First appearance) | Other Members (Unnamed);🢐 Aragorn 🢒 | 🢐 Black Knight (Dane Whitman) 🢒
Avengers Vol 1 63;Main Series;"""And In This Corner... Goliath!""";;;1969-04;1969-02-11;Roy Thomas;Gene Colan;Avengers | 🢐 The Vision 🢒 | 🢐 Hawkeye / Goliath II 🢒 (First appearance as Goliath) | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 The Wasp (Janet van Dyne) 🢒;🢐 Egghead 🢒 (Impersonates Nick Fury) | 🢐 Puppet Master 🢒 | 🢐 Mad Thinker 🢒 | Mad Thinker's giant android;S.H.I.E.L.D. | 🢐 Black Widow (Natasha) 🢒
Avengers Vol 1 64;Main Series;"""Like a Death Ray in the Sky!""";;;1969-05;1969-03-11;Roy Thomas;Gene Colan;Avengers | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 The Vision 🢒 | 🢐 Goliath II (Clint Barton) 🢒 (Real name first revealed);🢐 Egghead 🢒 (Main story and flashback) | Egghead's robots (Main story and flashback);Barney Barton (First appearance) (Main story and flashback, apparent death)
Avengers Vol 1 65;Main Series;"""Mightier Than the Sword?""";;;1969-06;1969-04-10;Roy Thomas;Gene Colan;Avengers | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Goliath II (Clint Barton) 🢒 | 🢐 Vision 🢒;🢐 Swordsman 🢒 (Main story and flashback) | 🢐 Egghead 🢒;
Avengers Vol 1 66;Main Series;Betrayal!;;;1969-07;1969-05-13;Roy Thomas;Barry Windsor-Smith;Avengers | 🢐 Thor (Odinson) 🢒 (Rejoins team) | 🢐 Iron Man (Tony Stark) 🢒 (Rejoins team) | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Goliath II (Clint Barton) 🢒 | 🢐 Vision 🢒 (Controlled by Ultron-6);🢐 Ultron-6 🢒;🢐 Myron MacLain 🢒 (First appearance)
Avengers Vol 1 67;Main Series;"""We Stand at Armageddon!""";;;1969-08;-;Roy Thomas;Barry Windsor-Smith;Avengers | 🢐 Goliath (Clint Barton) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 The Vision 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 The Wasp (Janet Van Dyne) 🢒 | 🢐 Black Panther (T'Challa) 🢒;🢐 Ultron-6 🢒;
Avengers Annual Vol 1 3;Special;Captain America Joins... The Avengers!;;;1969-09;1969-07-08;Stan Lee;Jack Kirby;Avengers | Thor (Odinson) | Iron Man (Tony Stark) | Giant-Man (Hank Pym) | Wasp (Janet Van Dyne) | Captain America (Steve Rogers) (Joins team, first Silver Age appearance);Namor the Sub-Mariner | Baron Zemo (First appearance) (Unnamed) (Only in flashback) | Unnamed mobsters | Vuk (First appearance) (Unnamed) (Main story and flashback);Teen Brigade | Rick Jones | Various unnamed members
Avengers Vol 1 68;Main Series;"""...And We Battle for the Earth!""";;;1969-09;-;Roy Thomas;Sal Buscema;Avengers | 🢐 Goliath II (Clint Barton) 🢒 | 🢐 The Wasp (Janet Van Dyne) 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Vision 🢒 (Main story and flashback) | 🢐 Black Panther (T'Challa) 🢒;🢐 Ultron-6 / Ultimate Ultron 🢒 (Apparent death);
Avengers Vol 1 69;Main Series;Let the Game Begin;;;1969-10;-;Roy Thomas;Sal Buscema;Avengers | 🢐 Goliath II (Clint Barton) 🢒 | 🢐 Yellowjacket (Henry Pym) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Vision 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 (Rejoins team) | 🢐 Black Panther (T'Challa) 🢒;🢐 Growing Man 🢒 | 🢐 Kang 🢒 (Main story and flashback) | Grandmaster 🢒 (First appearance) (Main story and flashback) | Squadron Sinister (First appearance) | Doctor Spectrum 🢒 (First appearance) | Hyperion 🢒 (First appearance) | Nighthawk 🢒 (First appearance) | Whizzer 🢒 (First appearance as Whizzer);
Avengers Vol 1 70;Main Series;"""When Strikes the Squadron Sinister!""";;;1969-11;-;Roy Thomas;Sal Buscema;Avengers | 🢐 Vision 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Goliath II (Clint Barton) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Iron Man (Tony Stark) 🢒;🢐 Kang 🢒 | 🢐 Grandmaster 🢒 | Squadron Sinister | 🢐 Doctor Spectrum 🢒 | 🢐 Hyperion 🢒 | 🢐 Nighthawk (Kyle Richmond) 🢒 (Real name revealed) | 🢐 Whizzer 🢒;🢐 Black Knight (Dane Whitman) 🢒 | 🢐 Aragorn 🢒
Avengers Vol 1 71;Main Series;Endgame!;;;1969-12;-;Roy Thomas;Sal Buscema;Avengers (Main story and recap) | 🢐 Black Knight (Dane Whitman) 🢒 (Joins group) (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Thor (Odinson) 🢒 (Main story and recap) | 🢐 Goliath (Clint Barton) 🢒 (Main story and recap) | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Vision 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒;🢐 Kang the Conqueror (Last appearance of this Kang's divergence) (Main story and recap) | 🢐 Grandmaster 🢒 (Main story and recap) | Squadron Sinister (Vision) (Only in recap) | Doctor Spectrum (Vision) (Only in recap) | Hyperion (Vision) (Only in recap) | Nighthawk (Kyle Richmond) (Vision) (Only in recap) | Whizzer (Vision) (Only in recap) | Nazi Germany;Black Knight (Sir Percy of Scandia) (Ghost, soul or spirit)
Avengers Vol 1 72;Main Series;Did You Hear the One About Scorpio?;;;1970-01;-;Roy Thomas;Sal Buscema;Avengers | 🢐 Captain America (Steve Rogers) 🢒 | Goliath II (Clint Barton) | 🢐 Vision 🢒 | The Wasp (Janet Van Dyne) | 🢐 Yellowjacket (Hank Pym) 🢒;Zodiac (First appearance) | Scorpio (Jake Fury) (Only in flashback) | Taurus (First appearance) | Libra (First appearance) | Pisces (First appearance) | Gemini (First appearance) | Aries 🢒 (First appearance) | Capricorn (First appearance) | Aquarius (First appearance) | Virgo (First appearance) | Sagittarius (First appearance) | Cancer (First appearance) | Leo (First appearance);🢐 Rick Jones 🢒 | 🢐 Captain Marvel (Mar-Vell) 🢒 (Main story and flashback) | 🢐 Nick Fury 🢒 (Impersonates Scorpio) (Main story and recap) | Yellowjacket's Ants
Avengers Vol 1 73;Main Series;The Sting of the Serpent;;;1970-02;-;Roy Thomas;Frank Giacoia | Herb Trimpe;Avengers (Main story and recap) | 🢐 Black Panther (T'Challa) 🢒 | Goliath II (Clint Barton) (Goliath in main story and Hawkeye in recap) | Yellowjacket (Hank Pym) (Yellowjacket in main story and Goliath in recap) | Wasp (Janet Van Dyne) (Main story and recap) | Vision;🢐 Sons of the Serpent 🢒 (Main story and recap) | Montague Hale (First appearance) | Dan Dunn (First appearance) | Simmons (First appearance);Monica Lynne (First appearance)
Avengers Vol 1 74;Main Series;"""Pursue the Panther!""";;;1970-03;-;Roy Thomas;John Buscema;Avengers | 🢐 Black Panther (T'Challa) 🢒 | Goliath (Clint Barton) | 🢐 Vision 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒;🢐 Sons of the Serpent 🢒 | Dan Dunn | Montague Hale | Black Panther impostor (First and only known appearance);Monica Lynne | Butler Jarvis
Avengers Vol 1 75;Main Series;The Warlord and the Witch!;;;1970-04;-;Roy Thomas;John Buscema;Avengers | 🢐 Wasp (Janet Van Dyne) 🢒 (Leaves group) | 🢐 Black Panther (T'Challa) 🢒 | Goliath II (Clint Barton) | 🢐 Yellowjacket (Hank Pym) 🢒 (Leaves group) | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Vision 🢒;Arkon the Magnificent 🢒 (First appearance);🢐 Quicksilver (Pietro) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 (Only in flashback) | Toad (Only in flashback)
Avengers Vol 1 76;Main Series;"""The Blaze of Battle... The Flames of Love!""";;;1970-05;-;Roy Thomas;John Buscema;Avengers | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Quicksilver (Pietro) 🢒 (Rejoins team) | 🢐 Vision 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Goliath (Clint Barton) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Scarlet Witch (Wanda) 🢒 (Rejoins team) | 🢐 Thor (Odinson) 🢒;🢐 Arkon the Magnificent 🢒 | Arkon's horde;Greybeard
Avengers Vol 1 77;Main Series;"""Heroes For Hire!""";;;1970-06;-;Roy Thomas;John Buscema;Avengers (Main story and flashback) | 🢐 Goliath (Clint Barton) 🢒 (Main story and flashback) | 🢐 Quicksilver (Pietro) 🢒 (Main story and flashback) | 🢐 Scarlet Witch (Wanda) 🢒 (Main story and flashback) | 🢐 Vision 🢒 (Main story and flashback) | 🢐 Black Panther (T'Challa / Luke Charles) 🢒 (Main story and flashback);Split-Second Squad (First appearance) (Main story and flashback) | Cap'n Skragg (First appearance) (Main story and flashback) | Kronus (Wilkins) (First appearance) (Main story and flashback) | Joe the Gorilla (First appearance) (Main story and flashback) | Onionhead (First appearance) (Main story and flashback) | Pecos (First appearance) (Main story and flashback) | Pinstripe (First appearance) (Main story and flashback) | Sweet William (First appearance) (Main story and flashback);Cornelius Van Lunt (Main story and flashback)
Avengers Vol 1 78;Main Series;"""The Man-Ape Always Strikes Twice!""";;;1970-07;-;Roy Thomas;Sal Buscema;Avengers | 🢐 Captain America (Steve Rogers) 🢒 | Goliath II (Clint Barton) | Quicksilver (Pietro) | Vision | Scarlet Witch (Wanda) | Black Panther (T'Challa) (Main story and recap);Lethal Legion (First appearance) | 🢐 Man-Ape (M'Baku) 🢒 (Revealed to be alive) | 🢐 Grim Reaper (Williams) 🢒 (Cameo) | 🢐 Power Man (Erik Josten) 🢒 (Cameo) | 🢐 Swordsman 🢒 (Cameo) | 🢐 Living Laser (Arthur Parks) 🢒 (Cameo) | Jabari Tribe | White Gorilla Cult | N'Gamo;Monica Lynne
Avengers Vol 1 79;Main Series;"""Lo! The Lethal Legion!""";;;1970-08;-;Roy Thomas;John Buscema;Avengers | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Thor (Odinson) 🢒 | Goliath II (Clint Barton) | Vision (Leaves group) | 🢐 Iron Man (Tony Stark) 🢒 | Quicksilver (Pietro) | Black Panther (T'Challa) (Main story and recap) | Scarlet Witch (Wanda);Lethal Legion | 🢐 Man-Ape (M'Baku) 🢒 (Main story and recap) | 🢐 Living Laser (Arthur Parks) 🢒 | 🢐 Power Man (Erik Josten) 🢒 | 🢐 Swordsman 🢒 | 🢐 Grim Reaper (Williams) 🢒;
Avengers Vol 1 80;Main Series;"""The Coming of Red Wolf!""";;;1970-09;-;Roy Thomas;John Buscema;Avengers | Vision (Rejoins team) | Goliath II (Clint Barton) | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Thor (Odinson) 🢒 | Black Panther (T'Challa) | Scarlet Witch (Wanda) | Quicksilver (Pietro);Jason Birch (First appearance) (Main story and flashback) | Cornelius van Lunt (Only in flashback);Red Wolf (First appearance) (Main story and flashback) | Lobo (First appearance) (Main story and flashback)
Avengers Vol 1 81;Main Series;"""When Dies a Legend!""";;;1970-10;-;Roy Thomas;John Buscema;Avengers (Main story and flashback) | 🢐 Captain America (Steve Rogers) 🢒 | Quicksilver (Pietro) | Thor (Odinson) | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | Goliath II (Clint Barton) (Main story and flashback) | Vision (Main story and recap) | Scarlet Witch (Wanda) (Main story and flashback);Van Lunt's henchmen | Jason Birch (Main story and recap) | Calvin (First appearance) | Numerous unnamed others | Cornelius van Lunt (Apparent death) | Van Lunt's robots;Red Wolf (Will Talltrees) (Main story and flashback) (Name first revealed) | Lobo (Apparent death)
Avengers Vol 1 82;Main Series;"""Hostage!""";;;1970-11;-;Roy Thomas;John Buscema;Avengers | 🢐 Thor (Odinson) 🢒 | Quicksilver (Pietro) | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Black Panther (T'Challa) 🢒 | Vision | Scarlet Witch (Wanda) | Goliath (Clint Barton);Zodiac | Aries (Death) | Zodiac Army | Cornelius van Lunt (Behind the scenes);🢐 Daredevil (Matt Murdock) 🢒
Avengers Vol 1 83;Main Series;Come on in... the Revolution's Fine!;;;1970-12;-;Roy Thomas;John Buscema;Avengers | 🢐 Goliath (Clint Barton) 🢒 | 🢐 Quicksilver (Pietro) 🢒 | 🢐 Vision 🢒 | 🢐 Black Panther (T'Challa) 🢒;Masters of Evil (Disbands) | 🢐 Klaw 🢒 (Leaves group) | 🢐 Melter (Bruno Horgan) 🢒 (Leaves group) | 🢐 Radioactive Man (Chen Lu) 🢒 (Leaves group) | 🢐 Whirlwind (David Cannon) 🢒 (Leaves group);Lady Liberators (First appearance) (Disbands) | 🢐 Wasp (Janet Van Dyne) 🢒 (Joins and leaves team) | 🢐 Enchantress 🢒 (Impersonates Valkyrie) (Joins and leaves team) (Main story and flashback) | 🢐 Scarlet Witch (Wanda) 🢒 (Joins and leaves team) | 🢐 Black Widow (Natasha) 🢒 (Joins and leaves team) | 🢐 Medusa (Medusalith Amaquelin) 🢒 (Joins and leaves team)
Avengers Annual Vol 1 4;Special;The Invasion of The Lava Men!;;;1971-01;1970-08-18;Stan Lee;Jack Kirby;Avengers | Giant-Man (Henry Pym) | Wasp (Janet Van Dyne) | Iron Man (Tony Stark) | Captain America (Steve Rogers) | Thor (Odinson) / Dr. Donald Blake;Lava Men (Main story and flashback) | Jinku (First appearance) | Basallo | Numerous unnamed Lava Men;Teen Brigade | Rick Jones (Main story and recap) | Various unnamed members
Avengers Vol 1 84;Main Series;The Sword and the Sorceress!;;;1971-01;-;Roy Thomas;John Buscema;Avengers | 🢐 Black Knight (Dane Whitman) 🢒 (Main story and flashback) | 🢐 Scarlet Witch (Wanda) 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Goliath II (Clint Barton) 🢒 | 🢐 Quicksilver (Pietro) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Vision 🢒;🢐 Arkon the Magnificent 🢒 | Arkon's legions | 🢐 Enchantress 🢒 | Jewel thieves;Aragorn (Main story and flashback)
