ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Fantastic Four Vol 1 414;Main Series;Family Business!;;;1996-07;;Tom DeFalco | Paul Ryan;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Hyperstorm | 🢐 Galactus 🢒 | 🢐 Onslaught 🢒;🢐 Franklin Richards 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Lyja 🢒 | 🢐 Ant-Man 🢒 | 🢐 Kristoff Vernard 🢒
Fantastic Four Vol 1 415;Main Series;An Enemy Among Us!;;Onslaught;1996-08;;Tom DeFalco;Carlos Pacheco;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Onslaught 🢒 (Possessing 🢐 Professor X 🢒) | 🢐 Apocalypse 🢒;🢐 Franklin Richards 🢒 | 🢐 Lyja 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Ant-Man 🢒 | Avengers | 🢐 Black Widow 🢒 | 🢐 Hawkeye 🢒 | 🢐 Crystal 🢒 | 🢐 Giant-Man 🢒 | 🢐 Wasp 🢒 | 🢐 Bishop 🢒 | 🢐 Iceman 🢒 | 🢐 Lockjaw 🢒 | 🢐 Watcher 🢒
Fantastic Four Vol 1 416;Main Series;Unfinished Business;;Onslaught;1996-09;;Tom DeFalco;Carlos Pacheco;The Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Onslaught 🢒 | 🢐 Doctor Doom 🢒 | Onslaught's Constructs of: | Kang the Conqueror | Psycho-Man | Super-Skrull | Paibok | Blastaar | The Wizard | Mad Thinker | Monster Android | Devos | Red Ghost | Super-Apes | Igor | Miklho | Peotor | Tyros | Dragon Man | Annihilus | Malice | Miracle Man | Invincible Man | Mole Man | Diablo | Molecule Man | Hate-Monger | Impossible Man;🢐 Franklin Richards 🢒 | 🢐 Ant-Man 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Lyja 🢒 | 🢐 Alicia Masters 🢒 | 🢐 Puppet Master 🢒 | 🢐 Cassie Lang 🢒 | 🢐 Kristoff Vernard 🢒 | House of Agon | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒 | 🢐 Sub-Mariner 🢒 | Fantastic Force (Disbands) | 🢐 Black Panther 🢒 | 🢐 Huntara | 🢐 Devlor 🢒 | 🢐 Vibraxas 🢒 | 🢐 She-Hulk 🢒 | 🢐 Agatha Harkness 🢒
Fantastic Four Vol 2 1;Main Series;Renaissance;;Heroes Reborn (1996 Event);1996-11;1996-09-04;Jim Lee | Brandon Choi;Jim Lee;The Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 The Thing (Ben Grimm) 🢒;Wyatt Wingfoot 🢒 (First appearance) | 🢐 Doctor Doom 🢒 | Mole Man 🢒 (First appearance) | Moloids;Isaac Herbert (Death) | Matthew Storm (First appearance)
Fantastic Four Vol 2 2;Main Series;Repercussions;;Heroes Reborn (1996 Event);1996-12;1996-10-02;Jim Lee | Brandon Choi;Jim Lee;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 The Thing (Ben Grimm) 🢒;🢐 Mole Man 🢒 | 🢐 Namor 🢒 | Krang 🢒 (First appearance) | Giganto 🢒 (First appearance);SHIELD | 🢐 Nick Fury 🢒 | Valentina Allegra de Fontaine 🢒 (First appearance) | 🢐 Dum-Dum Dugan 🢒 | Dorma 🢒 (First appearance)
Fantastic Four Vol 2 3;Main Series;Revelations;;Heroes Reborn (1996 Event);1997-01;1996-11-06;Jim Lee | Brandon Choi;Jim Lee;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒;🢐 Krang 🢒 | 🢐 Giganto (Death);Avengers | 🢐 Thor 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Namor 🢒 | 🢐 Dorma 🢒 | 🢐 Alicia Masters 🢒
Fantastic Four Vol 2 4;Main Series;The Heart of Darkness;;Heroes Reborn (1996 Event);1997-02;1996-12-04;Jim Lee | Brandon Choi;Jim Lee;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 The Thing (Ben Grimm) 🢒;🢐 Doctor Doom (Victor von Doom) 🢒 | 🢐 Kl'rt 🢒 (Posing as Wyatt Wingfoot);🢐 Black Panther (T'Challa) 🢒 | Wyatt Wingfoot 🢒 (First appearance)
Fantastic Four Vol 2 5;Main Series;Auld Acquaintance;;Heroes Reborn (1996 Event);1997-03;1997-01-02;Jim Lee | Brandon Choi;Jim Lee;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 The Thing (Ben Grimm) 🢒;🢐 Doctor Doom (Victor von Doom) 🢒 | 🢐 Super-Skrull 🢒 (Identity Revealed);🢐 Wyatt Wingfoot 🢒 | 🢐 Silver Surfer (Norrin Radd) 🢒 (Identity Revealed) | 🢐 Black Panther (T'Challa) 🢒
Fantastic Four Vol 2 6;Main Series;Retribution;;Heroes Reborn (1996 Event) and Industrial Revolution (Heroes Reborn);1997-04;1997-02-05;Jim Lee | Brandon Choi;Jim Lee;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 The Thing (Ben Grimm) 🢒;🢐 Doctor Doom (Victor von Doom) | 🢐 Super-Skrull (Death);🢐 Alicia Masters 🢒 | 🢐 Wyatt Wingfoot 🢒 | 🢐 Silver Surfer (Norrin Radd) 🢒 | 🢐 Black Panther (T'Challa) 🢒
Fantastic Four Vol 2 7;Main Series;Into the Negative Zone!;;Heroes Reborn (1996 Event);1997-05;1997-03-05;Jim Lee | Brandon Choi;Brett Booth;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒;Blastaar (First and only known appearance) (First appearance) | 🢐 Galactus 🢒 | 🢐 Silver Surfer (Norrin Radd) 🢒;🢐 Alicia Masters 🢒
Fantastic Four Vol 2 8;Main Series;The Ties That Bind!;;Heroes Reborn (1996 Event);1997-06;1997-04-16;Jim Lee | Brandon Choi;Brett Booth;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;Inhumans Royal Family (First appearance) | 🢐 Crystal (Crystalia Amaquelin) 🢒 | Gorgon 🢒 (First appearance) | Karnak 🢒 (First appearance) | Lockjaw 🢒 (First appearance) | Queen Medusa (Medusalith Amaquelin) 🢒 (First appearance) | Triton 🢒 (First appearance) | King Black Bolt (Blackagar Boltagon) 🢒 (First appearance);🢐 Alicia Masters 🢒
Fantastic Four Vol 2 9;Main Series;Legacy;;Heroes Reborn (1996 Event);1997-07;1997-05-21;Jim Lee | Brandon Choi;Brett Booth;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Galactus 🢒 | Firelord 🢒 (First appearance) | Maximus 🢒 (First appearance);Inhumans Royal Family | 🢐 King Black Bolt (Blackagar Boltagon) 🢒 | 🢐 Queen Medusa (Medusalith Amaquelin) 🢒 | 🢐 Crystal (Crystalia Amaquelin) 🢒 | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒 | 🢐 Triton 🢒
Fantastic Four Vol 2 10;Main Series;Madmen & Prophets;;Heroes Reborn (1996 Event);1997-08;1997-06-04;Jim Lee | Brandon Choi;Ron Lim;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Galactus 🢒 | 🢐 Maximus | 🢐 Doctor Doom 🢒 | Plasma 🢒 (First appearance);Inhumans | 🢐 King Black Bolt (Blackagar Boltagon) 🢒 | 🢐 Queen Medusa (Medusalith Amaquelin) 🢒 | 🢐 Crystal (Crystalia Amaquelin) 🢒 | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒 | 🢐 Triton 🢒 | 🢐 Lockjaw
Fantastic Four Vol 2 11;Main Series;Hark The Herald;;Heroes Reborn (1996 Event);1997-09;1997-07-23;Jim Lee | Brandon Choi;Brett Booth | Ron Lim;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Galactus 🢒 | 🢐 Terrax 🢒 | 🢐 Plasma 🢒 | 🢐 Firelord 🢒;🢐 Silver Surfer (Norrin Radd) 🢒 | 🢐 Alicia Masters
Fantastic Four Vol 2 12;Main Series;Doomsday!;Heroes Reborn (1996 Event) eventPart of the Heroes Reunited;Heroes Reborn (1996 Event);1997-10;1997-08-27;Jim Lee | Brandon Choi;Ron Lim | Brett Booth;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 (Death) | 🢐 Invisible Woman (Susan Storm) 🢒 (Death) | 🢐 Human Torch (Johnny Storm) 🢒 (Death) | 🢐 Thing (Ben Grimm) 🢒 (Death);🢐 Galactus 🢒 | 🢐 Firelord 🢒 (Death) | 🢐 Plasma 🢒 (Death) | Air Walker 🢒 (First appearance) | 🢐 Terrax 🢒 (Death) | 🢐 Mole Man (Death);🢐 Silver Surfer (Norrin Radd) 🢒 (Death) | 🢐 Doctor Doom (Victor von Doom) 🢒 | 🢐 Black Panther (T'Challa) 🢒 (Death) | 🢐 Sub-Mariner (Namor) 🢒 (Death) | Avengers | 🢐 Captain America (Steve Rogers) 🢒 (Death) | 🢐 Iron Man (Tony Stark) 🢒 (Death) | 🢐 Thor 🢒 (Death) | 🢐 Ant Man (Hank Pym) 🢒 (Death) | 🢐 Wasp (Janet Van Dyne) 🢒 (Death) | 🢐 Scarlet Witch (Wanda Maximoff) 🢒 (Death) | 🢐 Hawkeye (Clint Barton) 🢒 (Death)
Fantastic Four Vol 2 13;Main Series;World War 3, Part 1 - Life In Wartime;;Heroes Reborn (1996 Event) and World War III (Heroes Reborn);1997-11;1997-09-17;James Robinson;Mike Wieringo;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 | Burnout 🢒 | Maul 🢒;Skrulls | Daemonites | Annihilus 🢒 (First appearance) | Lord Defile 🢒 | 🢐 Doctor Doom 🢒;WildC.A.T.S. | Lord Emp 🢒 | Zealot 🢒 | 🢐 Giant-Man 🢒 | 🢐 Gorgon 🢒 | Grifter 🢒 | Warblade 🢒 | Void 🢒 | Avengers | Captain America 🢒 | 🢐 Scarlet Witch 🢒 | 🢐 Thor 🢒 | Hellstrike 🢒 | 🢐 Swordsman 🢒 | Freefall 🢒 | Brass 🢒 | StormWatch | Weatherman 🢒 | Hawksmoor 🢒 | Fuji 🢒 | Fairchild 🢒 | Winter 🢒 | Jenny Sparks 🢒 | 🢐 Vision 🢒 | Triton | Wetworks | Dane (Jackson Dane) | Claymore (Clayton H. Maure) | Jester (Cord Dexter Lemoyne) | Mother-One (Rachel L. Rhodes) | Pilgrim (Maritza Blackbird) | 🢐 Hawkeye (Clint) 🢒
Fantastic Four Vol 3 1;Main Series;Vive la Fantastique!;;;1998-01;1997-11-05;Scott Lobdell;Alan Davis;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒;The Ruined | Martyr (Yvette Diamonde) 🢒 (First appearance) | Stem 🢒 (First appearance) | B'arr 🢒 (First appearance) | Exalt 🢒 (First appearance) | C'hin (Unnamed) (First and only known appearance) | Casque (Unnamed) (First and only known appearance) | Feuille (Unnamed) (First and only known appearance) | Griffe (Unnamed) (First and only known appearance) | M'stapha (Unnamed) (First and only known appearance) | S'pyke (Unnamed) (First and only known appearance) | Touffe (Unnamed) (First and only known appearance);🢐 Franklin Richards 🢒 | Arlise 🢒 (First appearance)
Fantastic Four Vol 3 2;Main Series;Be it Ever So Humble...;;;1998-02;1997-12-03;Scott Lobdell;Alan Davis;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;Iconoclast 🢒 (First appearance) | 🢐 Igor 🢒;🢐 Franklin Richards 🢒
Fantastic Four Vol 3 3;Main Series;Happy New Year, Reed Richards... Now Die!;;;1998-03;1998-01-07;Scott Lobdell;Alan Davis;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Red Ghost 🢒 | Super-Apes | 🢐 Igor 🢒 | 🢐 Miklho 🢒 | 🢐 Peotor 🢒 | 🢐 Crucible 🢒 (Secretly Wladyslav Shinski) | 🢐 Mole Man 🢒 | 🢐 Terminus 🢒 (Behind the scenes);🢐 Silver Surfer 🢒 | 🢐 Alicia Masters 🢒 | Dr. Cathy Polombo  (Name first revealed) | Isobel Aguirre 🢒 (First appearance) | Gordon Clay 🢒 (First appearance)
Fantastic Four Vol 3 4;Main Series;The Enemy Within;;;1998-04;1998-02-04;Scott Lobdell | Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Terminus 🢒 | 🢐 Crucible 🢒 (Secretly Wladyslav Shinski);🢐 Silver Surfer 🢒 | 🢐 Alicia Masters 🢒 | 🢐 Mole Man 🢒 | Moloids
Fantastic Four Vol 3 5;Main Series;Broken Reed;;;1998-05;1998-03-04;Scott Lobdell | Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Crucible 🢒 | Genoshan Freedom Brigade;🢐 Alyssa Moy 🢒 | 🢐 Isabel Aguirre | 🢐 Gordon Clay
Fantastic Four Vol 3 6;Main Series;April is the Cruelest Month;;;1998-06;1998-04-01;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;Technet | 🢐 Gatecrasher 🢒 | 🢐 Hawd-Boiled Henwy 🢒 | 🢐 Numbers 🢒 | 🢐 Joyboy 🢒 | 🢐 China Doll 🢒 | 🢐 Yap 🢒 | 🢐 Scatterbrain 🢒 | 🢐 Ringtoss 🢒 | 🢐 Bodybag 🢒 | 🢐 Thug 🢒 | 🢐 Ferro² 🢒;🢐 Alyssa Moy 🢒 | 🢐 Franklin Richards 🢒
Fantastic Four Vol 3 7;Main Series;Seize the Child!;;;1998-07;1998-05-06;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;Technet | 🢐 Gatecrasher 🢒 | 🢐 Scatterbrain 🢒 | 🢐 Thug 🢒 | 🢐 Waxworks 🢒 | 🢐 Yap 🢒 | 🢐 Numbers | 🢐 China Doll 🢒 | 🢐 Ringtoss 🢒 | 🢐 Bodybag 🢒 | 🢐 Joyboy 🢒 | 🢐 Ferro² | 🢐 Hard-Boiled Henwy | 🢐 Warwolves 🢒 | The Bacchae 🢒 (First appearance) | Bloody Mary (First appearance);🢐 Alyssa Moy 🢒 | 🢐 Franklin Richards 🢒
Fantastic Four Vol 3 8;Main Series;Storm Warnings;;;1998-08;1998-06-03;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;Technet | 🢐 Gatecrasher | 🢐 Scatterbrain | 🢐 Thug | 🢐 Yap | 🢐 China Doll | 🢐 Waxworks | 🢐 Ringtoss 🢒 | 🢐 Bodybag | 🢐 Joyboy;🢐 Omniversal Mastrex 🢒 | 🢐 Roma 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Alyssa Moy 🢒
Fantastic Four Vol 3 9;Main Series;A Day in the Life;;;1998-09;1998-07-01;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Kraven the Hunter 🢒 | Guladkin, Alyosha's lion;🢐 Franklin Richards 🢒 | 🢐 Alyssa Moy 🢒 | 🢐 Spider-Man 🢒 | Caledonia 🢒
Fantastic Four Vol 3 10;Main Series;Reed Richards: Alone!;;;1998-10;1998-08-05;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Trapster (Peter Petruski) 🢒 | Press Gang | 🢐 Hawkshaw 🢒 | 🢐 Jennifer Ransome 🢒 | 🢐 Punchout 🢒;🢐 Franklin Richards 🢒 | 🢐 Alyssa Moy 🢒 | 🢐 Puppy 🢒 | 🢐 Caledonia (Alysande Stuart) 🢒 | 🢐 Roma 🢒 | 🢐 Saturnyne 🢒
Fantastic Four Vol 3 11;Main Series;The First The Final? Fire!;;;1998-11;1998-09-02;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Crucible 🢒 | 🢐 Ayesha 🢒 | Jomo Kimane 🢒 (First appearance) (Mind-swap with the Thing) | Farisa Mansour 🢒 (First appearance) (Mind-swap with the Invisible Woman) | Harry Soong 🢒 (First appearance) (Mind-swap with the Human Torch);🢐 Alyssa Moy 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Alysande Stuart 🢒 | 🢐 Detective Charlotte Jones 🢒 | 🢐 Dr. Val Cooper 🢒
Fantastic Four Vol 3 12;Main Series;Once More, O Green & Pleasant Land;;;1998-12;1998-10-07;Chris Claremont;Salvador Larroca | Anthony Williams;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Crucible (Shinski) 🢒 (Apparent death) | 🢐 Crucible (Morlak) 🢒 (Apparent death) | 🢐 Ayesha 🢒 (Apparent death) | 🢐 Farisa Mansour | 🢐 Harry Soong | 🢐 Jomo Kimane | 🢐 Hawkshaw;🢐 Franklin Richards 🢒 | 🢐 Alysande Stuart 🢒 | 🢐 Chief Tam Anderson (Death) | 🢐 Dr. Val Cooper 🢒
Fantastic Four Vol 3 13;Main Series;I, Ronan;;;1999-01;1998-11-04;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Ronan the Accuser 🢒;🢐 Caledonia 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Detective Charlotte Jones 🢒
Fantastic Four Vol 3 14;Main Series;The Moon is a Lonely Place to Die Hard!;;;1999-02;1998-12-02;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Ronan the Accuser 🢒 | Lunatic Legion | Cha-Mont | Clar-Roc | Dor-Art;🢐 Sergeant Charlotte Jones 🢒
Fantastic Four Vol 3 15;Main Series;A Clash of Iron;;;1999-03;1999-01-06;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Ronan the Accuser 🢒;🢐 Iron Man (Tony Stark) 🢒 | 🢐 Sergeant Charlotte Jones 🢒 | 🢐 Pepper Potts 🢒
Fantastic Four Vol 3 16;Main Series;Unnatural Selection;;;1999-04;1999-12-03;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;Kree Avengers | Kree Iron Man (First and only known appearance, dies) | Kree Scarlet Witch 🢒 | Kree Giant-Man 🢒 | Kree Captain America 🢒 | Alien Bugs;Lucas (First and only known appearance) | Redwing (First and only known appearance)
Fantastic Four Vol 3 17;Main Series;Shadow City's Most Wanted!;;;1999-05;1999-03-10;Chris Claremont;Salvador Larroca;"Fantastic Four/""Tetrad"" | 🢐 Mr. Fantastic/""Richard Reed"" 🢒 | 🢐 Invisible Woman/""Stormy Sue"" 🢒 | 🢐 Human Torch/""Matchstick Johnny"" 🢒 | 🢐 Thing/""Grim Ben"" 🢒";Lockdown 🢒 (First appearance) | Rosetta Stone 🢒 (First appearance);Twisted Sisters (First appearance) | Gyre 🢒 (First appearance) | Helix 🢒 (First appearance) | Coil 🢒 (First appearance) | Ringlet 🢒 (First appearance)
Fantastic Four Vol 3 18;Main Series;Bedlam Breakout;;;1999-06;1999-04-07;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Lockdown 🢒 | 🢐 Rosetta Stone 🢒 | Twisted Sisters | 🢐 Helix 🢒 | 🢐 Gyre 🢒 | 🢐 Coil 🢒 | 🢐 Ringlet 🢒;Dr. Edwina Dantes
Fantastic Four Vol 3 19;Main Series;Down & Out in the Negative Zone;;;1999-07;1999-05-05;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Annihilus 🢒;
Fantastic Four Vol 3 20;Main Series;Since the Last Time We Saw Paris -- Itza Been Ruined!;;;1999-08;1999-06-02;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;The Ruined | 🢐 Martyr | 🢐 B'arr 🢒 | 🢐 Exalt 🢒 | 🢐 Stem | 🢐 Katar | 🢐 Bounty 🢒 | The Bacchae (Cameo) | Bloody Mary (Cameo);Reno 🢒 (First appearance) | 🢐 Margali Szardos 🢒 | 🢐 Marvel Girl 🢒 | 🢐 Caledonia 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Alyssa Moy 🢒 | 🢐 Puppy 🢒
Fantastic Four Vol 3 21;Main Series;Rascals 4;;;1999-09;1999-07-07;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;Olympians | 🢐 Hades 🢒 | 🢐 Hippolyta 🢒 | 🢐 Cerberus 🢒 | The Bacchäe | Bloody Mary | 🢐 Hela 🢒;🢐 Marvel Girl 🢒 | 🢐 Caledonia 🢒 | 🢐 Bounty 🢒 | 🢐 Alyssa Moy 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Puppy 🢒 | 🢐 Hercules 🢒
Fantastic Four Vol 3 22;Main Series;Lost Hope!;;;1999-10;1999-08-04;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒 | 🢐 Marvel Girl 🢒;🢐 Absorbing Man 🢒 | 🢐 Titania 🢒;🢐 Bounty 🢒 | 🢐 Spider-Man 🢒 | 🢐 She-Hulk 🢒
Fantastic Four Vol 3 23;Main Series;Skull Session;;;1999-11;1999-09-01;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Marvel Girl 🢒;S.K.U.L.L.  (First and only known appearance) | 🢐 Awesome Android 🢒 | 🢐 Mad Thinker 🢒 | 🢐 Red Skull 🢒;Avengers | 🢐 Captain America 🢒 | 🢐 Justice 🢒 | 🢐 Firestar 🢒 | 🢐 Scarlet Witch 🢒 | 🢐 Wonder Man 🢒 | 🢐 Thor 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Alysande Stuart 🢒 | 🢐 Puppy 🢒
Fantastic Four Annual Vol 1 1999;Special;The Keys to the Kingdom;;;1999-11;1999-10-13;Chris Claremont;Jose Ladronn;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒;🢐 Black Queen (Selene Gallio) 🢒 | 🢐 Blackheart 🢒;🢐 Marvel Girl (Valeria von Doom) 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Puppy 🢒 | 🢐 Caledonia (Alysande Stuart) 🢒 | Shadow Hunters (First and only known appearance) | 🢐 Alyssa Moy 🢒 | 🢐 Margali Szardos 🢒 | Mechamage 🢒 (First appearance) | 🢐 Daimon Hellstrom 🢒
Fantastic Four Vol 3 24;Main Series;Last Farewell;;;1999-12;1999-10-06;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Hydro-Man 🢒 | 🢐 Razorback 🢒;🢐 Marvel Girl 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Caledonia 🢒 | 🢐 Bounty 🢒 | 🢐 Billie Lumpkin 🢒 | 🢐 Alyssa Moy 🢒 | 🢐 Puppy
Fantastic Four Vol 3 25;Main Series;When Worlds Collide!;;;2000-01;1999-11-17;Chris Claremont;Salvador Larroca;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Doctor Doom 🢒 | Doctor Doom's Generals | 🢐 Lancer 🢒 | 🢐 Technark 🢒 | 🢐 Shakti 🢒 | 🢐 Divinity 🢒 | 🢐 Queen Dorma 🢒 | 🢐 Dreaming Celestial 🢒;🢐 Marvel Girl 🢒 | 🢐 Ashema 🢒
