ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Fantastic Four Vol 1 375;Main Series;It's Always Darkest Before the... Doom!;;;1993-04;;Tom DeFalco | Paul Ryan;Paul Ryan;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Doctor Doom 🢒 | 🢐 Aron the Rogue Watcher 🢒;🢐 Lyja 🢒 | 🢐 Ms. Marvel 🢒 | 🢐 The Watcher 🢒 | House of Agon | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Karnak 🢒 | 🢐 Triton 🢒 | 🢐 Gorgon 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Agatha Harkness 🢒 | 🢐 Matt Murdock 🢒 | 🢐 Makio Yakaki 🢒 | 🢐 Nathaniel Richards 🢒
Fantastic Four Vol 1 376;Main Series;To a Future Darkly!;;;1993-05;;Tom DeFalco | Paul Ryan;Paul Ryan;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Doctor Doom 🢒;🢐 Franklin Richards 🢒 | 🢐 Agatha Harkness 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Lyja 🢒 | 🢐 Alicia Masters 🢒 | 🢐 Ms. Marvel 🢒 | 🢐 Matt Murdock 🢒 | 🢐 Makio Yakaki | 🢐 Peter Parker 🢒 | 🢐 Psi-Lord 🢒 (First appearance)
Fantastic Four Vol 1 377;Main Series;If This Be War -- !;;;1993-06;1993-04-27;Tom DeFalco | Paul Ryan;Paul Ryan;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;Fearsome Foursome (First appearance) | Huntara 🢒 (First appearance) | 🢐 Klaw 🢒 | 🢐 Devos 🢒 | 🢐 Paibok 🢒 | 🢐 Doctor Doom 🢒;🢐 Psi-Lord 🢒 | 🢐 Agatha Harkness 🢒 | 🢐 Lyja 🢒 | 🢐 Ms. Marvel 🢒 | 🢐 Matt Murdock 🢒 | 🢐 Bridget O'Neil 🢒
Fantastic Four Annual Vol 1 26;Special;Dreadface Lives!;;;1993-06;1993-04-27;Tom DeFalco;Herb Trimpe;🢐 Thing 🢒 | 🢐 Franklin Richards 🢒;🢐 Dreadface 🢒 | 🢐 Emanuel King 🢒 | King's henchmen | Joey | Lester | Fishman (possessed by Dreadface);Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Ms. Marvel 🢒 | Wild Streak 🢒 (First appearance) | Dennis Bowden 🢒 (First appearance)
Fantastic Four Vol 1 378;Main Series;Chaos in the Courtroom;;;1993-07;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;Fearsome Foursome | 🢐 Huntara 🢒 | 🢐 Klaw 🢒 | 🢐 Devos 🢒 | 🢐 Paibok 🢒;🢐 Psi-Lord 🢒 | 🢐 Lyja 🢒 | 🢐 Ms. Marvel 🢒 | 🢐 Daredevil 🢒 | 🢐 Bridget O'Neil 🢒 | 🢐 Spider-Man 🢒 | 🢐 Silver Sable 🢒 | 🢐 Sandman 🢒 | Avengers | 🢐 Black Knight 🢒 | 🢐 Crystal 🢒 | 🢐 Sersi 🢒 | 🢐 Thunderstrike 🢒 | 🢐 Vision 🢒
Fantastic Four Vol 1 379;Main Series;Only Death Be My Salvation!;;;1993-08;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Doctor Doom 🢒 | Fearsome Foursome | 🢐 Paibok 🢒 | 🢐 Devos 🢒 | 🢐 Klaw 🢒 | 🢐 Huntara 🢒;🢐 Psi-Lord 🢒 | 🢐 Lyja 🢒 | 🢐 Ms. Marvel 🢒
Fantastic Four Vol 1 380;Main Series;Comes the Hunger!;;;1993-09;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Doctor Doom 🢒 | Hunger 🢒 (First appearance);🢐 Psi-Lord 🢒 | 🢐 Lyja 🢒 | 🢐 Ms. Marvel 🢒
Fantastic Four Vol 1 381;Main Series;And Then There Were 3!;;;1993-10;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 (Apparent death) | 🢐 Invisible Woman 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Doctor Doom 🢒 (Apparent death) | 🢐 Hunger;🢐 Psi-Lord 🢒 | 🢐 Lyja 🢒
Fantastic Four Vol 1 382;Main Series;Captured!;;;1993-11;1993-09-28;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;Skrulls | 🢐 Kalamari 🢒 | Fearsome Foursome | 🢐 Paibok 🢒 | 🢐 Devos 🢒 | 🢐 Huntara 🢒 | 🢐 Klaw 🢒;🢐 Psi-Lord 🢒 | 🢐 Lyja 🢒 | 🢐 Ms. Marvel 🢒 | 🢐 Nathaniel Richards 🢒
Fantastic Four Vol 1 383;Main Series;A World Against Them!;;;1993-12;1993-10-26;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;Skrulls | 🢐 S'Byll 🢒 | 🢐 General Kalamari | 🢐 Paibok 🢒 | 🢐 Devos 🢒 | 🢐 Huntara 🢒;🢐 Lyja 🢒 | 🢐 Psi-Lord 🢒
Fantastic Four Vol 1 384;Main Series;My Enemy, My Son!;;;1994-01;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 (Freed from the control of Malice) | 🢐 Thing 🢒 | 🢐 Human Torch 🢒 | 🢐 Ant-Man 🢒 (Joins group);🢐 Malice 🢒;🢐 Lyja 🢒 | 🢐 Psi-Lord 🢒 (Possessed by Malice)
Fantastic Four Vol 1 385;Main Series;Into the Deep!;;Starblast;1994-02;;Tom DeFalco | Paul Ryan;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒 | 🢐 Ant-Man 🢒;Xlyym's Earth shifters;🢐 Lyja 🢒 | 🢐 Sub-Mariner 🢒 | 🢐 Triton 🢒 | 🢐 Tiger Shark 🢒 | 🢐 Tamara Rahn 🢒 | 🢐 Walter Newell 🢒
Fantastic Four Vol 1 386;Main Series;And Then Came Despair;;Starblast;1994-03;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒 | 🢐 Ant-Man 🢒;🢐 Xlyym (Death) | 🢐 Fabrikant 🢒;🢐 Sub-Mariner 🢒 | 🢐 Tiger Shark 🢒 | 🢐 Stingray 🢒 | 🢐 Tamara 🢒 | 🢐 Lyja 🢒 | 🢐 Triton 🢒 | 🢐 Psi-Lord 🢒 (possessed by 🢐 Malice 🢒) | 🢐 Nathaniel Richards 🢒 (Posing as Doctor Doom)
Fantastic Four Vol 1 387;Main Series;Nobody Gets Out Alive!;;;1994-04;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒 | 🢐 Ant-Man 🢒;Reed Richards (Earth-944) (First appearance);🢐 Sub-Mariner 🢒 | 🢐 Lyja 🢒 | 🢐 The Watcher 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Psi-Lord 🢒 (Possessed by 🢐 Malice 🢒)
Fantastic Four Annual Vol 1 27;Special;Mobius's Trip;;;1994-05;1994-04-19;Mark Gruenwald;Mike Gustovich;Fantastic Four | 🢐 Invisible Woman (Susan Storm) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Ant-Man (Scott Lang) 🢒;Time Variance Authority | Mobius M. Mobius | Justice Might (First appearance) | Justice Truth (First appearance) | Justice Liberty (First appearance) | Mister Tesseract (First appearance) | Mister Alternity (First appearance) | 🢐 Kang 🢒 (Hologram);
Fantastic Four Vol 1 388;Main Series;Deadly is the Dark Raider;;;1994-05;;Tom DeFalco | Mike Lackey;Paul Ryan;Fantastic Four | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒 | 🢐 Ant-Man 🢒;🢐 Dark Raider 🢒 (First appearance);🢐 The Watcher 🢒 (Actually Aron the Rogue Watcher in Disguise) | 🢐 Psi-Lord 🢒 (Possessed by 🢐 Malice 🢒)
Fantastic Four Vol 1 389;Main Series;Behold a Fatal Future!;;;1994-06;1994-04-26;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒 | 🢐 Ant-Man 🢒;🢐 Collector 🢒 | 🢐 The Watcher 🢒 (Secretly Aron the Rogue Watcher in disguise);Professor Kenneth Robeson 🢒 (First appearance) | 🢐 Sub-Mariner 🢒 | 🢐 Lyja 🢒 | 🢐 Psi-Lord 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Huntara 🢒
Fantastic Four Vol 1 390;Main Series;Past Deceptions and Future Lies!;;;1994-07;1994-05-31;Tom DeFalco | Mike Lackey;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒 | 🢐 Ant-Man 🢒;🢐 Watcher 🢒 (Aron the Rogue Watcher in disguise) | Sha'Barri | Galactus 🢒 (First appearance);🢐 Sub-Mariner 🢒 | 🢐 Lyja 🢒 | 🢐 Raphael Suarez 🢒 | 🢐 Psi-Lord 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Huntara 🢒 | 🢐 Warlord Kargul 🢒 | 🢐 Black Panther 🢒
Fantastic Four Vol 1 391;Main Series;If Death Be Our Destiny;;;1994-08;1994-06-28;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒 | 🢐 Ant-Man 🢒;🢐 Galactus 🢒 | 🢐 Watcher 🢒 (Secretly Aron the Rogue Watcher) | Sha'Barri (Death);🢐 Silver Sufer (Death) | 🢐 Sub-Mariner 🢒 | 🢐 Lyja 🢒 | 🢐 Raphael Suarez 🢒 | 🢐 Mister Fantastic 🢒 | 🢐 Black Panther 🢒 | Vibraxas 🢒 (First appearance) | Inhuman Royal Family | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒 | Devlor 🢒 (First appearance) (Shadow only) | 🢐 Psi-Lord 🢒 (Possessed by 🢐 Malice 🢒) | 🢐 Huntara 🢒
Fantastic Four Vol 1 392;Main Series;The Final Gantlet!;;;1994-09;;Tom DeFalco;Paul Ryan;Fantastic Four (Disbands) | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒 | 🢐 Ant-Man 🢒;🢐 Dark Raider 🢒 (Possessed by Malice) (Apparent death) | 🢐 Malice 🢒 | 🢐 Watcher 🢒 (Aron the Rogue Watcher in Disguise) | Sha'Barri (Corpse, skeleton or other remains);🢐 Sub-Mariner 🢒 | 🢐 Lyja 🢒 | 🢐 Raphael Suarez | 🢐 Psi-Lord 🢒 (freed from Malice's control) | 🢐 Huntara 🢒 | 🢐 Black Panther 🢒 | 🢐 Vibraxas 🢒 | 🢐 Devlor 🢒 (First full appearance)
Fantastic Four Vol 1 393;Main Series;Days of Recent Past;;;1994-10;;Tom DeFalco;Paul Ryan;🢐 Ant-Man 🢒;Paibok (Only in recap) | Devos (Only in recap) | Doctor Doom (Only in recap) | Sha'Barri (Only in recap) | Galactus (Only in recap) | Dark Raider (Only in recap) | Watcher (Only in recap);Fantastic Four (Only in recap) | Mister Fantastic Four (Only in recap) | Invisible Woman (Only in recap) | Human Torch (Only in recap) | Thing (Only in recap) | Alicia Masters (Only in recap) | Lyja (Only in recap) | Nathaniel Richards (Only in recap) | Psi-Lord (Only in recap)
Fantastic Four Vol 1 394;Main Series;The Day of Its Return;;;1994-11;;Tom DeFalco | Mike Lackey;Paul Ryan;🢐 Human Torch 🢒;Raptor the Renegade 🢒 (First appearance);🢐 Wyatt Wingfoot 🢒 | 🢐 She-Hulk 🢒 | 🢐 Bridget O'Neil 🢒 | 🢐 Lyja 🢒 | 🢐 Ant-Man 🢒 | 🢐 Roberta 🢒 | 🢐 Thing 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Nathaniel Richards 🢒
Fantastic Four Vol 1 395;Main Series;Payback!;;;1994-12;;Tom DeFalco;Paul Ryan;🢐 Thing 🢒;🢐 Mad Thinker 🢒 | Kerekes | Super Android 🢒 (First appearance);🢐 Ant-Man 🢒 | 🢐 Wolverine 🢒 | 🢐 Human Torch 🢒 | 🢐 She-Hulk 🢒 | 🢐 Bridget O'Neil | 🢐 Lyja 🢒 | 🢐 Professor Janson | 🢐 Invisible Woman 🢒 | 🢐 Nathaniel Richards 🢒
Fantastic Four Vol 1 396;Main Series;In Search of Doom!;;;1995-01;1994-11-29;Tom DeFalco;Paul Ryan;🢐 Invisible Woman 🢒;🢐 Watcher 🢒 (Secretly Aron in disguise) | 🢐 Dark Raider 🢒 (Possessed by 🢐 Malice 🢒) (Shadow only) | Monks of Doom;🢐 Nathaniel Richards 🢒 | 🢐 Thing 🢒 | 🢐 Ant-Man 🢒 | 🢐 Human Torch 🢒 | 🢐 Lyja 🢒 | 🢐 Kristoff Vernard 🢒 (Shadow only) | 🢐 Boris 🢒 (Shadow only) (Secretly Zarrko in disguise)
Fantastic Four Vol 1 397;Main Series;Resurrection!;;;1995-02;;Tom DeFalco;Paul Ryan;Fantastic Four (Reunited) | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒 | 🢐 Ant-Man 🢒;🢐 Aron the Rogue Watcher 🢒 (Posing as Uatu) | 🢐 Dark Raider 🢒 (Possessed by 🢐 Malice 🢒);🢐 Lyja 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Watcher 🢒 | 🢐 Kristoff Vernard 🢒 | 🢐 Boris 🢒 (Zarrko in disguise)
Fantastic Four Vol 1 398;Main Series;Watchers Lie!;;;1995-03;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒 | 🢐 Ant-Man 🢒;Crimson Cadre (First appearance) | General Ator 🢒 (First appearance) | Rootar 🢒 (First appearance) | Margoyle 🢒 (First appearance) | Eelak 🢒 (First appearance) | Glaboo 🢒 (First appearance) | Pulssus 🢒 (First appearance) | 🢐 Aron the Rogue Watcher 🢒 | 🢐 Dark Raider 🢒 (Possessed by 🢐 Malice 🢒);🢐 Nathaniel Richards 🢒 | 🢐 Kristoff Vernard 🢒 | 🢐 Boris 🢒 (Zarko in disguise) | 🢐 Watcher 🢒 | He Who Summons 🢒 (First appearance)
Fantastic Four Vol 1 399;Main Series;Watchers Scheme!;;;1995-04;;Paul Ryan | Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒 | 🢐 Ant-Man 🢒;🢐 Aron the Rogue Watcher 🢒 | Crimson Cadre | 🢐 General Ator 🢒 | 🢐 Margoyle 🢒 | 🢐 Eelak 🢒 | 🢐 Glaboo 🢒 | 🢐 Pulssus 🢒 | 🢐 Rootar 🢒 | 🢐 Dark Raider (Possessed by 🢐 Malice) (Death);🢐 Kristoff Vernard 🢒 | 🢐 Boris 🢒 (Zarrko in disguise)
Fantastic Four Vol 1 400;Main Series;Even the Watchers Can Die!;;;1995-05;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman | 🢐 Thing | 🢐 Human Torch | 🢐 Ant-Man;Celestials | 🢐 Arishem the Judge 🢒 | 🢐 Gammenon the Gatherer 🢒 | 🢐 Jemiah the Analyzer 🢒 | 🢐 Ziran the Tester 🢒 | 🢐 Tefral the Surveyor 🢒 (Main story and flashback) | 🢐 Nezarr the Calculator 🢒 (Main story and flashback) | 🢐 Exitar the Exterminator 🢒 (Apparent death) | Aron the Rogue Watcher (-) (Death) | Aron's Time Displaced Warriors: | 🢐 Blastaar 🢒 | 🢐 Dragon Man 🢒 | 🢐 Frightful Four 🢒 | 🢐 Wizard 🢒 | 🢐 Sandman 🢒 | 🢐 Paste Pot Pete 🢒 | 🢐 Medusa 🢒 | 🢐 Red Ghost 🢒 | 🢐 Super-Apes 🢒 | 🢐 Peotor 🢒 | 🢐 Igor 🢒 | 🢐 Miklho 🢒 | 🢐 Annihilus 🢒 | 🢐 Devos 🢒 | 🢐 Mole Man 🢒 | 🢐 Giganto 🢒 | 🢐 Tricephalous 🢒 | 🢐 Black Panther 🢒 | 🢐 Super Skrull 🢒 | 🢐 Sub-Mariner 🢒 | Atlanteans | 🢐 Awesome Android 🢒 | 🢐 Silver Surfer 🢒 | 🢐 Terrax 🢒 | 🢐 Doctor Doom 🢒 | 🢐 Occulus 🢒 | 🢐 Gladiator 🢒 | 🢐 Hate-Monger 🢒 | 🢐 Thundra 🢒 | 🢐 Hulk 🢒 | 🢐 Ronan 🢒;Fantastic Force | 🢐 Psi-Lord 🢒 | 🢐 Huntara | 🢐 Vibraxas 🢒 | 🢐 Devlor 🢒 | 🢐 Lyja | 🢐 Kristoff Vernard | 🢐 Nathaniel Richards 🢒 | Watchers | 🢐 Uatu 🢒 | 🢐 He Who Summons | 🢐 The One (Death) | 🢐 Boris (Zarrko in disguise)
Fantastic Four Vol 1 401;Main Series;At the Mercy of Maximus!;;Atlantis Rising;1995-06;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒 (Leaves group) | 🢐 Ant Man 🢒;🢐 Maximus 🢒 | Renegade Inhumans | 🢐 Nebulo | 🢐 Leonis 🢒 | 🢐 Stallior 🢒 | 🢐 Timberius 🢒 | 🢐 Morgan Le Fay 🢒 | 🢐 Thor 🢒 (Enthralled by Morgan le Fay) | 🢐 Inhuman Genetic Council 🢒 | 🢐 Lord Arcadius 🢒 | 🢐 Cynas 🢒 | 🢐 Porcal 🢒 | 🢐 Furgar 🢒 | 🢐 Sapphiras 🢒 | 🢐 Targon 🢒;🢐 Kristoff Vernard 🢒 | 🢐 Boris 🢒 (Zarrko in disguise) | 🢐 Sub-Mariner 🢒 | 🢐 Nathaniel Richards 🢒 | House of Agon | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒
Fantastic Four Vol 1 402;Main Series;By Our Friends, Besieged;;Atlantis Rising;1995-07;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Ant Man 🢒;🢐 Thor 🢒 (enthralled by Morgan le Fay) | 🢐 Morgan Le Fay 🢒 | Genetic Council | 🢐 Lord Arcadius 🢒 | 🢐 Cynas 🢒 | 🢐 Porcal 🢒 | 🢐 Furgar 🢒 | 🢐 Sapphiras 🢒 | 🢐 Targon 🢒 | 🢐 Llyron 🢒;🢐 Kristoff Vernard 🢒 | 🢐 Boris 🢒 (Zarrko in disguise) | 🢐 Nathaniel Richards 🢒 | House of Agon | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Triton 🢒 | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒 | 🢐 Ahura 🢒 | 🢐 Lockjaw 🢒 | 🢐 Sub-Mariner 🢒 | 🢐 Vashti 🢒
Fantastic Four Vol 1 403;Main Series;Things to Come!;;;1995-08;1995-07-04;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Ant Man 🢒 | 🢐 Human Torch 🢒 (Leaves group) | 🢐 Lyja 🢒 (Joins group);Rodolfo Mico;🢐 Kristoff Vernard 🢒 | 🢐 Cassie Lang 🢒 | 🢐 Sub-Mariner 🢒 | 🢐 Boris 🢒 (Zarrko in disguise) | 🢐 Professor Kenneth Robeson 🢒
Fantastic Four Vol 1 404;Main Series;With Friends Like These;;;1995-09;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Ant Man 🢒 | 🢐 Lyja 🢒;Rodolfo Mico | 🢐 Boris 🢒 (Zarrko in disguise) | 🢐 Hyperstorm 🢒 (First appearance) (Shadow only);🢐 Sub-Mariner 🢒 | 🢐 Cassie Lang 🢒 | 🢐 Professor Kenneth Robeson 🢒
Fantastic Four Vol 1 405;Main Series;Terror Is Tomorrow!;;;1995-10;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Ant Man 🢒 | 🢐 Lyja 🢒;🢐 Zarrko the Tomorrow Man 🢒 (Apparent death) | 🢐 Hyperstorm 🢒 | Zarrko's Time Displaced Warriors: | 🢐 Conan the Barbarian 🢒 | 🢐 Iron Man 2020 🢒 | 🢐 Green Goblin 🢒 | 🢐 Red Raven 🢒 | 🢐 Bucky 🢒 | 🢐 Toro 🢒 | 🢐 Thor 🢒 | 🢐 Melter 🢒 | 🢐 Snowbird 🢒 | 🢐 Union Jack 🢒 | 🢐 Omega the Unknown 🢒 | 🢐 Rawhide Kid 🢒 | 🢐 Black Knight 🢒 | 🢐 Blizzard 🢒 | 🢐 Blackout 🢒 | 🢐 Executioner 🢒 | 🢐 Whizzer 🢒;🢐 Sub-Mariner 🢒 | 🢐 Kristoff Vernard 🢒 | 🢐 Professor Kenneth Robeson | 🢐 Nathaniel Richards 🢒 | 🢐 Cassie Lang 🢒
Fantastic Four Vol 1 406;Main Series;Doom Quest!;;;1995-11;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Ant-Man 🢒 | 🢐 Lyja 🢒;🢐 Hyperstorm 🢒 | 🢐 Zarrko the Tomorrow Man 🢒 | Destructoids (First appearance);🢐 Namor the Submariner 🢒 | 🢐 Kristoff Vernard 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Doctor Doom 🢒
Fantastic Four Vol 1 407;Main Series;Reunion!;;;1995-12;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Lyja 🢒 | 🢐 Ant-Man 🢒 | 🢐 Mister Fantastic 🢒 (Rejoins);;🢐 Sub-Mariner 🢒 | 🢐 Kristoff Vernard 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Human Torch 🢒 | 🢐 Cassie Lang 🢒
Fantastic Four Vol 1 408;Main Series;Unbeatable Is My Foe!;;;1996-01;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒 | 🢐 Lyja 🢒 (Steps Down - Unspoken) | 🢐 Ant-Man 🢒 (Steps Down - Unspoken);🢐 Hyperstorm 🢒 | 🢐 Doctor Doom 🢒 | 🢐 Zarrko the Tomorrow Man 🢒 | Destructoids;🢐 Sub-Mariner 🢒 | 🢐 Kristoff Vernard 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Cassie Lang 🢒
Fantastic Four Vol 1 409;Main Series;Supreme Be My Power!;;;1996-02;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Hyperstorm 🢒 | 🢐 Doctor Doom 🢒 | 🢐 Zarrko the Tomorrow Man 🢒;🢐 Sub-Mariner 🢒 | 🢐 Lyja 🢒 | 🢐 Kristoff Vernard 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Ant-Man 🢒 | 🢐 Cassie Lang 🢒
Fantastic Four Vol 1 410;Main Series;The Ties That Bind!;;;1996-03;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;;🢐 Psi-Lord 🢒 | 🢐 Sub-Mariner 🢒 | 🢐 Lyja 🢒 | 🢐 Kristoff Vernard 🢒 | 🢐 Ant-Man 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Cassie Lang 🢒 | 🢐 Roberta 🢒 | 🢐 Gorgon 🢒
Fantastic Four Vol 1 411;Main Series;Black Bolt - - Berserk!;;;1996-04;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;;House of Agon | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒 | 🢐 Ahura 🢒 | 🢐 Sub-Mariner 🢒 | 🢐 Psi-Lord 🢒 | 🢐 Lyja 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Kristoff Vernard 🢒 | 🢐 Cassie Lang 🢒
Fantastic Four Vol 1 412;Main Series;Settling the Score With the Sub-Mariner!;;;1996-05;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;;🢐 Sub-Mariner 🢒 | 🢐 Psi-Lord 🢒 | 🢐 Lyja 🢒 | 🢐 Nathaniel Richards 🢒 | 🢐 Kristoff Vernard 🢒 | 🢐 Ant-Man 🢒 | House of Agon | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Gorgan 🢒 | 🢐 Karnak 🢒 | 🢐 Ahura 🢒
Fantastic Four Vol 1 413;Main Series;Missions: Impossible!;;;1996-06;;Tom DeFalco;Paul Ryan;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Doom 2099 🢒 | 🢐 Doctor Doom 🢒 | 🢐 Hyperstorm 🢒;🢐 Nathaniel Richards 🢒 | 🢐 Sub-Mariner 🢒 | 🢐 Psi-Lord | House of Agon | 🢐 Black Bolt 🢒 | 🢐 Medusa 🢒 | 🢐 Gorgan 🢒 | 🢐 Karnak 🢒 | 🢐 Ahura 🢒 | 🢐 Silver Surfer 🢒 | 🢐 Roberta 🢒 | 🢐 Franklin Richards 🢒
